keyid,名字,属性描述
32003,피를 흘리다,출혈 수준
33001,번개 채찍,번개 채찍 레벨 1
33002,번개 채찍,번개 채찍 레벨 2
33003,번개 채찍,번개 채찍 레벨 3
34003,번개 채찍,번개 채찍 레벨 4
35003,번개 채찍,번개 채찍 레벨 5
36001,행운의 낚시,낚시 행운의 수준
36002,행운의 낚시,낚시 행운의 수준
36003,행운의 낚시,낚시 행운의 수준
37001,감기,콜드 +
37002,감기,콜드 +
37003,감기,콜드 +
38001,동결 저항,동결 저항 +
38002,동결 저항,동결 저항 +
38003,동결 저항,동결 저항 +
39003,축복받은 도구,축복받은 도구
40003,무기 보호,무기 보호
41003,장비 보호,장비 보호
42001,얼음 상처,얼음 부상 수준
42002,얼음 상처,얼음 부상 수준
42003,얼음 상처,얼음 부상 수준
43001,보너스 근접 물리 피해량,근접 물리 피해량 +
43002,근접 물리 대미지 추가 보너스,근접 물리 대미지 +
43003,보너스 근접 무기 물리 대미지,근접 무기 물리 대미지 +
44001,인내력,데미지 감소 +
44002,인내,피해 경감 +
44003,인내,데미지 감소 +
45001,원거리 방어,원거리 물리 피해 -
45002,원거리 방어력,원거리 물리 대미지 -
45003,원거리 보호,원거리 물리 대미지 -
46001,- 폭발 피해량,폭발 피해량 -
46002,폭발 데미지,Blast Damage -
46003,- 폭발 데미지,폭발 데미지 -
47001,탄력 회복 속도,탄력 회복 속도 +
47002,복구력 복구 속도,복구력 복구 속도 +
47003,복구력 회복 속도,복구력 회복 속도 +
48001,높은 점프,점프 능력 +
48002,높은 점프,점프 능력 +
48003,높게 점프,점프 능력 +
49001,변신,적군 변신 확률+
49002,변신,적군 변신 확률 +
49003,변신,적 전환 기회 +
50001,내구성 보호,내구성 손실 방지 확률 +
50002,Durability Protection,내구성 손실 없음의 확률 + 내구성 보호
50003,내구성 보호,내구성 저하의 확률 감소 +
51001,빠른 낚시,낚시 속도 +
51002,빠른 낚시,낚시 속도 +
51003,빠른 낚시,낚시 속도 증가 +
52001,슬로우,적 체력 감소 상승 기회 +
52002,Slow,적을 둔화시키는 기회 + 둔화
52003,느리게 하다,적을 늦추는 기회 +
53001,파기 스태미너가 감소했다.,더이상 용도할 수 없다
53002,땅파기 체력 감소됨,땅파기 체력 감소
53003,기력 벌판 작업 감소됨,기력 벌판 작업 감소
54001,운석의 낙하,Meteor's Fall
54002,Meteor의 추락,Meteor's Fall
54003,메테오의 추락,메테오의 추락
55001,보너스 스타 경험치,스타 경험치 획득량 +
55002,보너스 별 경험치,별 경험치 획득 +
55003,보너스 별 경험치,별 경험치 획득량 +
56001,스킬 헤이스트,스킬 쿨다운 -
56002,스킬 헤이스트,스킬 쿨다운 -
56003,스킬 헤이스트,스킬 쿨다운 -
57001,마지막 타격,+2% 마지막 타격 피해량
57002,마지막 타격,+2% 마지막 타격 대미지
57003,마지막 타격,+2% 마지막 타격 데미지
58001,넉백 저항력,+ 5% 넉백 저항력
58002,넉백 저항력,+ 10% 넉백 저항력
58003,넉백 저항,+ 15% 넉백 저항
59001,야수에게 추가로 입히는 피해,야수에게 입히는 피해 +
59002,야수에 대한 추가 피해,야수에 대한 피해 +
59003,야수에 대한 추가 데미지,야수에 대한 데미지 +
60001,수건맨에 대한 추가 데미지 보너스,수건 장애물 +
60002,보어맨에 대한 보너스 대미지,보어맨에 대한 대미지 +
60003,보어맨에 대한 추가 피해,보어맨에 대한 피해 +
61001,엘리트에게 추가로 입히는 데미지 증가,엘리트에게 입히는 데미지 증가 +
61002,엘리트에게 보너스 대미지,엘리트에게 대미지 +
61003,엘리트에 대한 보너스 데미지,엘리트에 대한 데미지 +
62001,추가 보이드 피해량,보이드 생명체에 대한 피해량 +
62002,보너스 공허 데미지,공허 생물에 대한 데미지 +
62003,추가 보이드 피해,보이드 생명체에 대한 피해 +
63001,보너스 호라 피해량,호라의 크리쳐들에게 입히는 피해량 +
63002,보너스 호라 피해,호라 생물에 대한 피해 +
63003,보너스 호라 피해량,호라 생물의 피해량 +
64001,보너스 수생 피해,수생 생물에 대한 피해 +
64002,보너스 수생 피해,수생 생물에 대한 피해 +
64003,보너스 수중 피해,수생 생물에 대한 피해 +
