ID,购买提示
25,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
26,@Null@
27,@Null@
28,@Null@
29,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
30,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
31,@Null@
32,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
33,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
34,소품 잠금 해제는 복지 상점에서 교환하실 수 있습니다
35,소품 잠금 해제는 복지 상점에서 교환하실 수 있습니다
36,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
37,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
38,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
39,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
40,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
45,로그 해제 도구는 정원의 이벤트 한정 과일로 얻을 수있다. 다른 보통 과일로 획득 할 수 없다. 양해하십시오.
46,로그 해제 도구는 정원의 이벤트 한정 과일로 얻을 수있다. 다른 보통 과일로 획득 할 수 없다. 양해하십시오.
47,로그 해제 도구는 정원의 이벤트 한정 과일로 얻을 수있다. 다른 보통 과일로 획득 할 수 없다. 양해하십시오.
48,잠금 해제에 구매
49,이벤트를 통해 잠금 해제
50,이벤트를 통해 잠금 해제
51,이벤트를 통해 잠금 해제
52,이벤트를 통해 잠금 해제
53,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
54,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
55,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
56,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
57,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
58,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
59,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
60,이벤트를 통해 잠금 해제
61,이벤트를 통해 잠금 해제
62,제한 과일은 항목의 잠금을 해제 할 수 있습니다. 황금과 commen 과일 나올 수 없습니다.
63,이벤트를 통해 잠금 해제
64,이벤트를 통해 잠금 해제
65,이벤트를 통해 잠금 해제
66,이벤트를 통해 잠금 해제
67,이벤트를 통해 잠금 해제
68,구매 잠금 해제 (중등도의 엔터테인먼트 및 합리적인 소비)
69,골드 과일 및 일반 과일 (중등의 엔터테인먼트 및 합리적인 소비)에서 사용할 수없는 정원 과일 이벤트에서 잠금 해제 소품을 얻을 수 있습니다.
70,골드 과일 및 일반 과일 (중등의 엔터테인먼트 및 합리적인 소비)에서 사용할 수없는 정원 과일 이벤트에서 잠금 해제 소품을 얻을 수 있습니다.
71,잠금 해제 (적절한 엔터테인먼트 및 합리적인 소비)
72,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
73,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
74,"쇼핑몰 특별 제공, 선물 팩 구매 항목에서 항목을 잠금 해제 할 수 있습니다."
75,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
76,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
77,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
78,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
79,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
80,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
81,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
82,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
83,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
84,잠금 해제 (적절한 엔터테인먼트 및 합리적인 소비)
85,잠금 해제 (적절한 엔터테인먼트 및 합리적인 소비)
86,잠금 해제 (적절한 엔터테인먼트 및 합리적인 소비)
87,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
88,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
89,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
90,@Null@
91,@Null@
92,정원 과일은 아이템을 잠금 해제하는 데 도움이됩니다. (적절한 복제로 엔터테인먼트를 즐기십시오)
93,정원 과일은 아이템을 잠금 해제하는 데 도움이됩니다. (적절한 복제로 엔터테인먼트를 즐기십시오)
94,정원 과일은 아이템을 잠금 해제하는 데 도움이됩니다. (적절한 복제로 엔터테인먼트를 즐기십시오)
95,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
96,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
97,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
98,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
99,잠금 해제 된 항목은 정원 이벤트의 열매에서 얻을 수 있으며 황금 과일과 일반 과일 (적절한 엔터테인먼트 및 합리적인 소비)에서 사용할 수 없을 수 있습니다.
100,구매 잠금 해제 (중간 엔터테인먼트 및 합리적 소비)
101,잠금 해제 된 소품은 마운트 카드 서랍에서 얻을 수 있습니다. (중간 엔터테인먼트 및 합리적 소비)
102,마운트 카드 드로우 머신에서 잠금 해제 된 소품을 얻을 수 있습니다. (중간 엔터테인먼트 및 합리적 소비)
103,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
104,잠금 해제 항목은 마운트 카드 기계에서 얻을 수 있습니다. (적당한 엔터테인먼트 합리적 소비)
105,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
106,잠금 해제 항목은 마운트 카드 기계에서 얻을 수 있습니다. (적당한 엔터테인먼트 합리적 소비)
107,잠금 해제 항목은 마운트 카드 기계에서 얻을 수 있습니다. (적당한 엔터테인먼트 합리적 소비)
108,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
109,잠금 해제 항목은 마운트 카드 기계에서 얻을 수 있습니다. (적당한 엔터테인먼트 합리적 소비)
110,잠금 해제 항목은 마운트 카드 기계에서 얻을 수 있습니다. (적당한 엔터테인먼트 합리적 소비)
111,잠금 해제 아이템은 특별한 선물 팩을 통해 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
112,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
113,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
114,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
115,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
116,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
117,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
118,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
119,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
120,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
121,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
122,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
123,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
124,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
125,
126,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
127,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
128,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
129,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
130,구매 잠금 해제(적당한 엔터테인먼트 합리적인 소비)
131,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
132,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
133,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
134,잠금 해제된 항목은 마운트 카드 그리기 기계에서 얻을 수 있습니다. (적당한 오락과 합리적인 소비)
135,
136,
137,잠금 해제 항목은 운영 활동을 통해 얻을 수 있습니다.
138,잠금 해제 항목은 운영 활동을 통해 얻을 수 있습니다.
139,잠금 해제 항목은 운영 활동을 통해 얻을 수 있습니다.
140,잠금 해제 항목은 운영 활동을 통해 얻을 수 있습니다.
141,이벤트에서 얻는 잠금 해제 아이템.
142,이벤트에서 얻는 잠금 해제 아이템.
143,
144,
145,해제 아이템은 운영 활동을 통해 얻을 수 있습니다.
146,구매 언락(적당한 오락 합리적인 소비)
147,"해제 아이템은 마운트 뽑기 머신에서 획득할 수 있습니다. (적당한 놀이, 합리적인 소비)"
148,해제 아이템은 마운트 추첨기에서 획득할 수 있습니다. (적당한 오락 균형적인 소비를 추천합니다)
149,구매 언락(적당한 오락 이성적인 소비)
150,해제 아이템은 탈것 추첨기에서 획득할 수 있습니다. (적절한 놀음과 이성적인 소비)
151,해금 아이템은 탈것 뽑기기계에서 획득할 수 있습니다. (적당한 오락의 이성적인 소비를 권장합니다.)
152,구매 언락(적당한 오락 이성적 소비)
153,해제 도구는 탈것 뽑기 기계에서 얻을 수 있습니다. (적절한 오락 균형적 소비)
154,"해제 아이템은 탈것 추첨기에서 획득할 수 있습니다. (적절한 오락, 합리적인 소비)"
155,
156,구매 언락 (적당한 엔터테인먼트 및 합리적 소비)
157,언락 아이템은 마운트 뽑기 머신에서 획득할 수 있습니다. (적당한 엔터테인먼트 및 합리적 소비)
158,언락 아이템은 마운트 뽑기 머신에서 획득할 수 있습니다. (적당한 엔터테인먼트 및 합리적 소비)
159,구매 언락 (적당한 엔터테인먼트 및 합리적 소비)
160,언락 아이템은 마운트 뽑기 머신에서 획득할 수 있습니다. (적당한 엔터테인먼트 및 합리적 소비)
161,언락 아이템은 마운트 뽑기 머신에서 획득할 수 있습니다. (적당한 엔터테인먼트 및 합리적 소비)
162,언락 아이템은 운영 이벤트를 통해 획득할 수 있습니다.
163,언락 아이템은 운영 이벤트를 통해 획득할 수 있습니다.
164,언락 아이템은 운영 이벤트를 통해 획득할 수 있습니다.
165,
166,
