ID,名字,描述
34,뼈와 가시가 휩쓸다.,공격키를 클릭하면 꼬리부분을 따돌리며 후방 부채꼴 영역 생물에게 3개의 데미지를 줍니다.
35,별빛,"별을 위로 발사해 조명하고, 15초 동안 식힌다."
36,월생,"점프키를 길게 누르면 공중에서 짧은 거리를 비행할 수 있으며, 낙하과정에 피가 빠지지 않습니다."
37,시간이 다급하다.,얼마 동안 앞을 향해 급속도로 달리다.
38,쌍승마,2명의 승객을 태울 수 있으니 파트너를 데리고 가세요~.
39,눈길에 오르다,"눈송이를 밟으며 공중을 걸을 수 있으며, 낙하과정에 피가 떨어지지 않습니다."
40,뚜뚜 차떼기야,"차량 경적 소리를 낼 수 있고, 헤드라이트가 깜박입니다."
41,오곡이 풍성하다.,사용후 사방에 원보·동화 투척.
42,네 사람이 동행하다,승객 4명을 태울 수 있어요. 파트너를 데리고 가요.
43,은하수가 드나들다.,"공중에서의 거리를 비행할 수 있고, 낙하 과정에서 피가 떨어지지 않습니다."
44,고래의 섬,물 속에서 헤엄칠 수 있어요.
45,무지막지한 소의 힘이 놀라다.,점프키를 길게 눌러 만력을 축조하고 점프 착지 시 전방 생물에 감속 buff를 가한다.
46,무지막지한 힘으로 강하게 때리다.,점프키를 길게 눌러 만력을 축조하면 점프 착지 시 단거리에서 전방 생물을 격퇴할 수 있다.
47,부레꽃,"공중에서의 거리를 비행할 수 있고, 낙하 과정에서 피가 떨어지지 않습니다."
48,놀라 날아온 편지,"공중에서의 거리를 비행할 수 있고, 낙하 과정에서 피가 떨어지지 않습니다."
49,엽무,신변을 사용하면 잎이 흩날리게 된다.
50,일륜,20 데미지를 흡수할 수 있는 보호막을 획득하는 사용.
51,신광,사용 시 플레이어 공격력을 5% 증가시킵니다.
52,마법 불꽃놀이,"축력 조건 충족, 점프 착지 시 발동, 탈것 주변에서 불꽃놀이, 사운드 재생."
53,화려한 불꽃놀이,"축력 조건 충족, 점프 착지 시 발동, 탈것 주변에서 정교하고 화려한 불꽃놀이, 사운드 재생."
54,돌격하다,앞으로 돌격하다.
55,충격,전방으로 돌격하고 짧은 거리에서 전방 생물을 격퇴할 수 있다.
56,허공에 뜨다,"마운트를 사용할 때, 문자는 접지에서 가져올 것이고 프로펠러 회전 음향 효과가 자동으로 동시에 재생됩니다."
57,땅에 닿아 비행하다.,낙하 과정에서 점프 키를 눌러도 피가 떨어지지 않는 저공 비행 거리입니다.
58,땅을 떠나 비행하다.,낙하 과정에서 점프 키를 눌러도 피가 떨어지지 않고 저공에서 더 긴 거리를 비행할 수 있습니다.
59,조명과 깃털,사용 후 마운트 주위를 수영하도록 3 개의 작은 팬텀 백조를 소환하십시오.
60,백조 호수,수영 할 물로 다이빙 할 수 있습니다
61,아침 비행,공중에서 일정 거리에 비행 할 수 있으며 가을 동안 건강을 고갈시키지 못합니다.
62,슈퍼 라이트 웨이브,움직일 때 자동으로 시원한 빛을 방출합니다.
63,파괴 광선,움직일 때 자동으로 멋진 황금색 붉은 빛을 방출합니다.
64,신성한 lightwave.,움직일 때 자동으로 시원한 빛을 방출합니다.
65,정화 광선,움직일 때 자동으로 시원한 은색 - 보라색 라이트 파도를 방출합니다.
66,상승 구름,단거리를 위해 공기에 떠 다닐 수 있으며 가을 동안 고갈되지는 않습니다.
67,돌파구,공중에서 일정 거리에 날아갈 수 있으며 가을 동안 고갈되지는 않습니다.
68,차원 점프,스킬을 사용한 후 15 블록이 뾰족한 방향으로 나타납니다.
69,선풍,"사용 후, 작은 토네이도가 차 뒤에서 따라갈 것입니다."
70,마법의 거품,많은 거품이 몸에 모두 나타날 것입니다.
71,제퍼 윙,공중에서 일정 거리에 날아갈 수 있으며 가을 동안 고갈되지는 않습니다.
72,마법의 부시,푸른 물 흐름이 당신 주위에 나타납니다.
73,기적의 눈물,에너지 실드가 형성 될 수 있습니다.
74,붉은 빛,당신 주위를 돌아 다니는 붉은 빛이 있습니다.
75,골드 빔,주위를 회전시키는 황금 콩.
76,푸른 빛,당신 주위를 회전시키는 푸른 빛이 있습니다.
77,떨어지는 꽃잎,주위에 떨어지는 작은 꽃잎
78,나비가 펄럭이다,나비와 꽃이 피는 꽃
79,꽃잎 비행,핑크 꽃잎과 당신을 비행하는 꽃
80,세트 항해,점프 버튼을 눌러 10 초 동안 20 %를 가속화하십시오.
81,초급 소환,점프 버튼을 눌러 1 개의 작은 지구를 소환하십시오.
82,중간 소환장,점프 버튼을 클릭하면 별 Genie가 따라야합니다.
83,고급 소환장,점프 버튼을 클릭하면 진주 Genie가 따라야합니다.
84,숨겨진 신,점프 버튼을 클릭 한 후 중반 공중에서 다시 점프 버튼을 클릭하여 보이지 않는 상태로 들어갑니다.
85,씩씩 거리,황금 기어가 시체 주위에 나타납니다.
86,자주색 번개,자주색 번개가 몸에 나타납니다.
87,윈드 퍼디,긴 점프 버튼을 눌러 토네이도를 소환하여 토네이도를 소환하여 누구나 앞에서 누구에게나 날려 버리십시오.
88,나선형 비행,점프 버튼을 클릭 한 후 중반 공중에서 다시 점프 버튼을 클릭하여 하늘에서 탑승합니다.
89,음파,몸을 둘러싼 레이저 조명 효과.
90,전자 음향,시체를 둘러싼 화려한 번개.
91,리듬 스윙,오랫동안 점프 버튼을 눌러 특정 범위 내에서 자신과 팀원을 향한 건강을 증가시킵니다.
92,슈퍼 스타가 도착합니다,긴 점프 버튼을 눌러 특정 범위의 동맹의 건강을 증가시키고 범위 내의 몬스터의 건강을 줄입니다.
93,펄럭 이는 꽃,몸 전체에 날아 다니는 꽃잎이 있습니다.
94,부동 구름,오랫동안 점프 키를 누르면 공중에서 일정 거리를 날리십시오.
95,링 롱,당신은 물 위에 걸을 수 있습니다.
96,산들 바람,몸 전체에 날아 다니는 꽃잎이 있습니다.
97,팬 팬,몸 전체에 날아 다니는 꽃잎이 있습니다.
98,흔들리는 것,긴 점프 버튼을 눌러 공중에서 일정 거리를 날리십시오.
99,엑스터시,팬텀 마법 원을 활성화하려면 사용 단추를 클릭하면 마법의 원의 몬스터가 기절에 빠지게됩니다.
100,행운의 낙하,키를 사용하여 키를 사용하여 공기 중에 고기 뼈를 삭제하십시오.
101,푸른 불꽃,뒤에서 푸른 불꽃을 쏘고 있습니다.
102,드래곤 플레임,주황색 불꽃이 몸을 둘러싸고 있습니다.
103,황제포,에너지 캐논을 발사합니다. 타격을 받으면 피해를 입습니다.
104,드래곤 소어,하늘로 날아. 자유자재로 공중을 날아다닙니다.
105,길조,황금 반점과 작은 주괴가 몸을 둘러싸고 있습니다.
106,상서로운 호랑이,구름과 안개와 함께 떨어지는 빛과 동전이 몸을 둘러싸고 있습니다.
107,타이거 리프,앞으로 도약하여 피해를 입힙니다.
108,산의 포효,일정 범위 내에서 피해를 입히기 위해 포효합니다.
109,유성,몸을 감싸는 핑키 블루 스타
110,노란 꽃,몸을 감싸는 흰색 꽃과 노란색 형광
111,핑크 하트,핑크 하트와 블루 형광이 몸을 둘러싸고 있습니다.
112,플라잉 페더,점프 버튼을 길게 누르면 공중에서 일정 거리를 비행할 수 있습니다.
113,축복,치명적인 피해를 입으면 생명력이 증가합니다.
114,바람,대나무 잎과 구름이 몸을 감싸고
115,그림자,산과 강의 그림자가 몸을 감싼다
116,무료,피해를 입으면 이동 속도가 증가합니다.
117,파노라마,사용 버튼을 클릭하면 전방의 몬스터에게 데미지를 입힙니다.
118,스타 섀도우,주위에 빛나는 곳.
119,신성한 빛,트랜스가 흐르는 빛 주위.
120,신성한 꿈,점프 키를 잡고 매혹하고 무작위로 버프를 얻습니다.
121,다오 황제,스파이크는 비유적인 불꽃을 형성합니다.
122,성스러운 길,몸 전체에 스트리머 불꽃이 있습니다.
123,검이 날아요,점프 버튼을 길게 눌러 공중에서 어느 정도 거리를 날아갑니다.
124,제국 검 더블 플라이,"친구와 함께 탈 수 있고, 이중 검도 이동 속도를 높일 수 있습니다."
125,거품 목욕,주위에 거품이 떠 있습니다.
126,뮤직 노트 거품 목욕,거품과 음악 음표가 날아다니고 있습니다.
127,몽유병,물 위에 뜰 수 있습니다.
128,플로팅 버블,점프 버튼을 길게 누르면 주변의 몬스터들이 거품에 싸인 공기 중에 떠다니게 됩니다.
129,귀여운 행동,많은 사랑이 떠돌고 있습니다.
130,떠다니는 꿈,온몸에 붉은 꽃이 뿌려질 것이다.
131,빛,점프 버튼을 클릭한 후 공중에서 점프 버튼을 다시 클릭하여 두 단계로 점프합니다.
132,천가지 환상,점프 버튼을 길게 누르면 근처의 몬스터들이 환상에 빠져 서로를 공격할 수 있습니다.
133,놀이기구를 타러 가세요.,몸 전체에 고양이 발자국이 떠 있습니다.
134,날아다니는 모래,주변에는 모래 알갱이가 떠 있었습니다.
135,모래 발판,"승차 후, 그것은 모래 폭풍의 피해를 줄일 수 있습니다."
136,브로케이드처럼,하얀 깃털이 온몸에 펄럭였습니다.
137,후쿠이,주위에 녹색 깃털이 떠 있습니다.
138,린랑,화려한 깃털이 몸 주위에 펄럭였습니다.
139,방황,공중에서 거리를 날려면 점프 버튼을 길게 누르십시오.
140,새의 정령,"승차 후에는 시야의 밝기가 크게 향상되고, 밤에는 주변 환경이 선명하게 보입니다."
141,퀵샌드,흐르는 황금빛 모래에 둘러싸여 심장을 채웁니다.
142,시금치,황금빛 오스만 꽃이 온몸에 펄럭였습니다.
143,떠다니는 달,물 위에 뜰 수 있습니다.
144,비트 케이크,점프 버튼을 길게 눌러 음식 항목을 임의로 생성합니다.
145,걱정은 잊어라.,계곡의 분홍색 백합과 약간의 빛과 그림자로 둘러싸여 있습니다.
146,걱정 마세요.,"계곡의 분홍색 백합, 작은 빛과 나비로 둘러싸여 있습니다."
147,바람 차임벨,공중에서 거리를 날려면 점프 버튼을 길게 누르십시오.
148,향기로운,이동 속도가 매우 빠릅니다.
149,슬라이드,바람과 함께 움직이는 온몸에 단풍잎과 빛이 있을 것입니다.
150,전력 가속,점프 버튼을 길게 눌러 거리를 향해 앞으로 질주하십시오.
151,파일럿,낮은 고도에서 계속 비행하려면 점프 키를 두 번 클릭하지만 물과 용암 위를 날 수는 없습니다. 점프 키를 다시 두 번 클릭하여 착륙합니다.
152,돼지는 맞서 싸운다.,연이은 공격을 받으면 적의 공격 피해가 적에게 돌아갑니다.
153,촛불,주변에 빛의 반점이 떠 있습니다.
154,도약,점프 버튼을 길게 눌러 에너지를 절약하여 더 높이 점프합니다.
155,버니 왁스,공중에서 점프 버튼을 클릭하여 빠르게 착륙하여 지상의 블록을 파괴합니다.
156,부드러움,별과 그림자와 꽃잎으로 둘러싸여 있습니다.
157,파우더,"별, 꽃잎, 연분홍 빛의 띠로 둘러싸여 있습니다."
158,판타지 여행,공중에서 거리를 날려면 점프 버튼을 길게 누르십시오.
159,꿈의 공간,양방향 전송 배열을 설정하려면 두 위치에서 각각 사용 버튼을 클릭합니다.
160,눈,푸른 빛과 작은 눈송이로 둘러싸여 있습니다.
161,얼음밭,주변으로 들어오는 몬스터들의 속도가 느려질 것입니다.
162,절대 0,점프 버튼을 길게 눌러 근처의 몬스터를 고정합니다.
163,슈퍼 에너지,구멍에 둘러싸여
164,소원을 빌어,작은 별에 둘러싸여 있습니다.
165,서프라이즈,점프 버튼을 길게 눌러 거리를 순간 이동합니다.
166,더블 라이드,친구들과 함께 탈 수 있습니다.
167,골룸,모든 종류의 작은 골룸 비스트 라이트 스팟으로 둘러싸여 있습니다.
168,기적의 에너지,점프 버튼을 길게 눌러 무작위로 생물학적 난자를 생성합니다.
169,펄럭입니다,점프 버튼을 두 번 클릭하면 낮은 고도에서 계속 날 수 있지만 수면과 마그마에서는 날 수 없습니다. 점프 버튼을 다시 두 번 클릭하면 착륙할 수 있습니다.
170,만두향,몸 주위에는 섬세한 작은 종지가 떠 있습니다.
171,출항하다,물 위에 뜰 수 있습니다.
172,바다낚시,물 위의 점프 버튼을 길게 눌러 종지를 던지고 바다 생물을 얻으십시오.
173,연기구름,안개 구름
174,산 중 풍경,탈 것 소환하여 더 빠르게 팔기
175,물달 꽃잎,"길게 눌러 생물 소환, 몬스터 공격."
176,스위트드림,"사탕, 입자, 하트가 주변에"
177,환상,HP 감소하면 ATK 증가.
178,인형 파티,"[점프]로 행복한 곰 소환, 온도 유지."
179,,
180,,
181,리듬,비트 음악 음표로 둘러싸여 있습니다.
182,달의 목소리,별과 달을 동반한 보라색과 금색의 음악 음표가 온몸에 있습니다.
183,음악,점프 키를 두 번 클릭하면 잠시 동안 속도를 높이고 상태 포인트를 복원할 수 있습니다.
184,스타 볼트 즐거움,점프 버튼을 길게 누르면 근처의 몬스터를 기절시킬 수 있습니다.
185,비예,녹색 잎으로 둘러싸여 있습니다.
186,녹색 망명,"녹색 에너지와 꽃, 녹색 잎으로 둘러싸여 있습니다."
187,숲의 축복,점프 키를 두 번 클릭하면 일정 기간 동안 상태 포인트를 복원할 수 있습니다.
188,자연 공명,점프 버튼을 길게 누르면 근처의 몬스터에게 피해를 줄 수 있습니다.
189,놀라운 빛,전체적으로 반짝이는
190,바다 실크 댄서,바다 생명의 빛으로 반짝입니다.
191,산호 장벽,데미지 쉴드를 얻기 위한 더블 탭 점프
192,파도 분노,길게 눌러 점프하여 주변 몬스터를 물리치세요
193,잉어등,전신에서 빛이 발산된다.
194,유등길고래 춤.,전신에 작은 금붕어와 빛점이 번쩍이며 흩어지고 있습니다.
195,화면 장식용 진복 스크린입니다.,더블 클릭하면 점프 버튼을 두 번 눌러 방어막을 얻어 일부 피해를 막을 수 있습니다.
196,부귀영화 춤.,길게 누르면 점프 키를 눌러 수련어의 힘을 발휘하여 일정한 체력을 회복할 수 있습니다.
197,환상적입니다.,몸 주변에 빛 점이 반짝입니다.
198,어린이의 꿈이 도는 춤.,동화 소마가 우아하게 춤추며 주위를 둘러싸고 있습니다.
199,스타 라이딩,더블 클릭해서 점프 키를 누르면 일시적인 가속 효과를 얻을 수 있습니다.
200,멜로디 공명.,점프 버튼을 길게 누르면 동화적인 멜로디를 풀어내어 주변 몬스터들을 머릿속이 멍해지게 만들 수 있습니다.
201,한 명의 기사가 먼지를 일으키며 달려갑니다.,몸에 먼지가 흩어져 있습니다.
202,사탕 공격,사방으로 막대 사탕을 던진다.
203,환상적인 그림자입니다.,주변에는 프라이팬의 환영이 떠돌고 있습니다.
