ID,名称,描述,说明
10042,스트링 분할,"%1 분할, %2에서 분할, 분할 후 세그먼트 %3 가로채기",
10043,Obtain the string with the JSON-specified mark,"Obtain %1 in JSON, content with the key name being %2",
10044,게임 서버 시간 가져오기,%1 시간의 게임 서버 시간 확보,
10045,타임스탬프를 시간 단위로 변환,타임스탬프%1을%2로 변환,
10046,전체 서버 시간 확보,전체 서버 시간 확보,
10047,타임스탬프를 풀타임으로 변환,타임스탬프%1을 전체 시간으로 변환,
10048,문자열 길이 가져오기,%1의 길이를 얻으십시오,
10049,상태 유형 이름,%1의 이름 입력,
10050,상태 유형 설명,%1에 대한 플러그인 설명,
10051,블록 유형 좌표 가져오기,%1에서 가장 가까운 %2 좌표를 가져와 XYZ 축에서 %3 제곱의 반지름을 검색합니다.,
10052,배낭 소품 바,%1 받기,
10053,바로 가기 막대 버튼,%1 받기,
10054,장비 열,%1 받기,
10055,블록 유형을 항목 유형으로 변환,%1 항목 유형으로 변환,
10056,항목 유형을 블록 유형으로 변환,%1을 블록 유형으로 변환,
10057,현재 방 ID 받기,현재 방 ID 받기,
1010001,날씨 변화,날씨가 변할 때,"날씨가 맑음에서 비로, 비가 오면 맑음으로 바뀝니다."
1010002,지형 그룹의 날씨가 변할 때,지정된%1의 날씨가 변경될 때,공통 그룹: 평야/숲/절벽/정글/분지/빈 섬/강; 해양 그룹: 해변/심해/얕은 바다/섬; 사막 그룹: 사막/오아시스; 보통 한랭 지역: 침엽수림/얼음 밭; 피크 한랭 지역: 빙산; 화산 그룹: 화산; 습지 그룹: 열대우림/늪; 평평하고 빈 섬
1020001,게임 창조,게임이 만들어질 때,"게임 3, 2, 1에 들어가는 카운트다운이 끝나면 게임이 시작됩니다."
1020002,게임 시간,게임 시간이 %1일 때,게임의 현재 시간이 지정된 시점에 있을 때
1020003,게임 런타임,게임이 %1초 실행될 때,게임에 들어간 후 지정된 시간 후에 실행합니다.
1020004,플레이어가 승리,플레이어가 이길 때,
1020005,플레이어 실패,"플레이어, 실패할 때",
1020007,플레이어가 게임에 들어갑니다.,플레이어가 게임에 들어갈 때,
1020008,플레이어가 게임을 떠납니다.,플레이어가 게임을 떠날 때,
1020009,타이머 변경,타이머가 변경되면,변수 라이브러리의 타이머 변수가 변경되는 경우
1020010,타이머 변경 지정,%1이 변경될 때,변수 라이브러리에서 지정된 타이머 변수가 변경되는 경우
1020011,게임이 실행될 때마다(루프),%1초마다 게임이 실행됩니다.,"1. 최소값은 0.05초, 0.01-0 0.05가 소요됩니다.
2. 게임은 지정된 시간 동안 실행될 때마다 트리거(루프)됩니다."
1020012,클라우드 서비스 룸이 메시지를 수신할 때,클라우드 서버 룸이 정보를 수신할 때,
1020013,방송 받기,수신되면 %1 방송,
1020014,조건이 설정됩니다,%1이 설정되었을 때,
1020015,청사진을 배치할 때,청사진을 배치할 때,
1020016,클라우드 서버 룸이 서버 브로드캐스트 메시지를 수신할 때,클라우드 서버 룸이 서버 방송을 수신할 때%1,
1030001,플레이어가 패배했습니다.,플레이어가 패배할 때,
1030002,플레이어 부활,플레이어가 부활할 때,
1030003,플레이어 속성 변경,플레이어의 %1 속성이 변경될 때,HP와 같은 플레이어의 속성이 변경되는 경우
1030004,플레이어가 대상을 이겼습니다.,플레이어가 대상을 물리칠 때,"플레이어가 다른 플레이어를 이길 때 생물. 패배한 플레이어, 생물은 이벤트의 타겟 플레이어, 생물"
1030005,플레이어 공격,플레이어가 공격을 시작할 때,
1030006,플레이어 공격 히트,"플레이어, 공격이 때릴 때","플레이어가 다른 플레이어를 공격하고 때릴 때 생물. 히트 플레이어, 생물은 이벤트의 타겟 플레이어, 생물"
1030007,플레이어가 피해를 입힙니다.,플레이어가 피해를 입힐 때,"플레이어가 다른 플레이어 또는 피조물에게 피해를 입힐 때. 부상당한 플레이어, 피조물은 이벤트의 타겟 플레이어, 피조물입니다."
1030008,플레이어가 피해를 입다,플레이어가 다쳤을 때,
1030009,플레이어 움직임,플레이어가 한 공간 떨어진 곳으로 이동할 때,
1030010,플레이어는 애니메이션 표현을 사용합니다.,플레이어가 애니메이션 표현을 사용할 때,
1030011,플레이어는 항목을 사용합니다.,"플레이어, 소품을 사용할 때",
1030012,플레이어는 아이템을 얻습니다.,플레이어가 아이템을 얻을 때,
1030013,플레이어가 항목을 소비합니다.,플레이어가 아이템을 소비할 때,
1030014,플레이어가 생물 또는 플레이어를 클릭합니다.,"플레이어, 생물 또는 플레이어를 클릭할 때",
1030015,플레이어가 블록을 클릭합니다.,플레이어가 사각형을 클릭할 때,
1030016,플레이어 타기,플레이어가 마운트/차량을 탈 때,
1030017,플레이어가 탑승을 취소합니다.,플레이어가 탑승을 취소할 때,
1030018,플레이어 모션 상태 변경,플레이어가 시작할 때%1,
1030019,플레이어가 충돌합니다.,플레이어가 플레이어/생물과 충돌할 때,
1030020,플레이어가 항목을 선택합니다.,플레이어가 드롭을 집어들 때,
1030021,플레이어 입력 영역,플레이어가%1에 들어갈 때,"지역 출입 이벤트는 광고 재생, 제품 구매 창 표시, 개발자 스토어 열기 등과 같은 개발자 관련 작업을 트리거할 수 없습니다."
1030022,플레이어가 영역을 떠납니다.,플레이어가%1을 떠날 때,"지역 출입 이벤트는 광고 재생, 제품 구매 창 표시, 개발자 스토어 열기 등과 같은 개발자 관련 작업을 트리거할 수 없습니다."
1030023,플레이어 장비 바 변경,플레이어의 장비 바가 변경될 때,
1030024,플레이어 백팩 바 변경 사항,플레이어의 백팩 바가 변경될 때,
1030025,플레이어 바로 가기 표시줄 변경,플레이어의 바로 가기 표시줄이 변경될 때,
1030026,플레이어가 바로 가기 표시줄을 선택합니다.,플레이어가 바로 가기 표시줄을 선택할 때,
1030027,플레이어가 항목을 폐기합니다.,플레이어가 항목을 폐기할 때,
1030028,플레이어는 기어를 착용합니다.,"언제, 플레이어, 장비를 착용하십시오.",
1030029,플레이어가 장비를 벗어,"언제, 플레이어, 장비를 벗어",
1030030,플레이어가 채팅 정보를 표시합니다.,플레이어 채팅 상자에 %1이 표시될 때,
1030031,플레이어가 채팅 정보를 입력합니다.,플레이어가 채팅 상자에서%1을 보낼 때,
1030032,플레이어가 버튼을 누릅니다.,"언제, 플레이어,%1을 누르십시오.",
1030033,플레이어가 긴 버튼을 누릅니다.,플레이어가 %1을 길게 누를 때,
1030034,플레이어 해제 버튼,플레이어가 %1을 릴리스할 때,
1030035,플레이어 이득 상태,플레이어가 지위를 획득할 때,
1030036,플레이어가 상태를 잃습니다.,플레이어가 상태를 잃을 때,
1030037,플레이어가 지정된 상태를 잃습니다.,플레이어가 %1 상태를 잃을 때,
1030038,플레이어 레벨이 변경되었습니다.,플레이어의 레벨이 변경될 때,
1030039,플레이어가 채팅 정보를 입력합니다(문자열 포함).,플레이어가 채팅 상자에 %1이 포함된 메시지를 입력할 때,플레이어가 대화 상자에 지정된 텍스트를 입력하고 보낼 때
1030040,플레이어가 지정된 항목을 선택할 때,플레이어가 바로 가기 줄에서%1을 선택할 때,
1030041,플레이어가 친구를 초대합니다.,플레이어가 친구를 초대할 때,
1040001,생물은 해를 입는다,생물이 다쳤을 때,
1040002,생물학적 공격,생물이 공격하기 시작할 때,
1040003,생물학적 공격 히트,생물의 공격이 닥쳤을 때,
1040004,생물은 피해를 입힙니다,"생물, 피해를 입힐 때",
1040005,생물이 패배하다,생물이 패배할 때,
1040006,대상을 이기는 생물,생물이 목표물을 이길 때,
1040007,생물학적 진입 영역,생물이%1에 들어갈 때,
1040008,생물학적 출발 지역,생물이%1을 떠날 때,
1040009,생물학적 운동 상태의 변화,생물이 시작할 때%1,
1040010,생물학적 충돌,생물이 플레이어/생물과 충돌할 때,
1040011,생물학적 특성의 변화,생물의 속성%1이 변경될 때,
1040012,생물이 생성됨,생물이 창조될 때,
1040013,생물학적 획득 상태,생물이 상태를 획득할 때,
1040014,생물학적 상태 상실,생물이 상태를 잃을 때,
1040015,생물은 지정된 상태를 잃습니다.,생물이%1을 잃을 때,
1040016,이 생물은 피해를 입었다,그런 생물이 피해를 입었을 때,
1040017,이 생물은 공격한다,그런 생물들이 공격하기 시작할 때,
1040018,이 생물의 공격은 명중합니다,그런 생물이 목표물을 공격할 때,
1040019,이 생물은 피해를 입힙니다,이러한 생물이 목표물에 피해를 입힐 때,
1040020,이 생물은 패배했습니다,그런 생물이 패배할 때,
1040021,이 생물은 목표물을 이긴다,그런 생물이 목표물을 물리칠 때,
1040022,이 생물의 행동 상태가 바뀝니다.,그런 생물이 시작될 때%1,
1040023,이 생물은 충돌한다,그러한 생물이 플레이어/생물과 충돌할 때,
1040024,이 생물학적 속성 변경,"언제, 그러한 생물%1의 속성이 변경됩니다.",
1040025,이 생물은 창조되었다,그런 생물이 창조될 때,
1040026,이 생물은 지위를 얻습니다.,그러한 생물이 상태를 획득할 때,
1040027,이 생물은 상태를 잃는다,그런 생물이 상태를 잃을 때,
1040028,이 생물은 플레이어가 클릭합니다.,플레이어가 이러한 생물을 클릭할 때,
1050001,블록이 발굴되었습니다.,큐브를 파면,
1050002,큐브가 파괴되었습니다,큐브가 파괴될 때,
1050003,블록 스위치 상태 변경,블록의 스위치 상태가 변경될 때,
1050004,저장 컨테이너 항목이 변경되었습니다.,저장 용기의 내용물이 변경될 때,
1050005,블록이 생성됩니다,블록이 생성될 때,
1050006,보관 용기는 소품에 넣습니다.,저장 용기를 소품에 넣을 때,
1050007,보관 용기가 소품 제거,항목에서 저장 컨테이너를 제거할 때,
1050008,블록은 채굴됩니다,블록이 채굴될 때,
1050009,채굴로 인해 블록이 중단되었습니다.,블록이 채굴되었지만 중단되었을 때,
1050010,이 블록은 채굴되었습니다,그러한 블록이 채굴될 때,
1050011,이 블록은 발굴되었다,이러한 블록이 완료되면 마이닝이 완료됩니다.,
1050012,이 블록은 채굴로 인해 중단되었습니다.,이러한 블록의 경우 마이닝이 중단되는 경우,
1050013,이 블록은 파괴되었습니다,그러한 블록이 파괴될 때,
1050014,이 블록이 생성됨,이러한 블록이 생성될 때,
1050015,이 블록 스위치 상태 변경,이러한 블록의 스위치 상태가 변경될 때,
1050016,이 블록은 획득되었습니다,플레이어/생물이 그런 블록을 얻을 때,
1050017,이 블록은 플레이어가 클릭합니다.,플레이어가 해당 블록을 클릭할 때,
1050018,정사각형 색상 변경,큐브의 색상이 변경될 때,
1060001,발사체가 목표물에 명중,어떤 선수/생물/블록에 던질 때,
1060002,버림 진입 지역,물건을 던질 때 %1을 입력하십시오.,
1060003,던지는 사람들은 그 지역을 떠납니다,던질 때%1,
1060004,드롭 엔트리 영역,드롭 객체가 %1에 들어갈 때,
1060005,드롭 오프 영역,떨어뜨린 물체가 %1을 떠날 때,
1060006,폴아웃 픽업,떨어진 물건을 집어들 때,
1060007,낙진이 사라지다,"언제, 떨어지고, 사라질 때",
1060008,던지기가 만들어집니다,던질 때,
1060009,,,
1060010,이 항목은 폐기되었습니다.,그런 소품들이 버려질 때,
1060011,이 항목이 사라집니다,그런 소품이 있으면 드롭이 사라집니다.,
1060012,이 물건은 손상되었습니다,그런 소품이 손상되었을 때,
1060013,이 발사체는 목표물에 명중합니다,그런 발사체가 목표물에 부딪힐 때,
1060014,이 던지기는 생성되거나 소비되었습니다.,이러한 발사체가 생성되거나 소비되는 경우,
1060015,이 항목이 소비되었습니다.,이러한 항목이 소비되는 경우,
1060016,이 패키지가 열렸습니다,그런 패키지 소품이 열리면,
1060017,이 장비는 착용되었습니다,그런 장비와 소품을 착용할 때,
1060018,이 장비는 제거되었습니다,이러한 장비와 소품을 벗을 때,
1060019,이 장비는 파괴되었습니다,플레이어/생물에 의해 이러한 장비 항목이 파괴되는 경우,
1060020,이 항목이 사용됩니다,플레이어가 이러한 항목을 사용하는 경우,
1060021,지정된 방식으로 드롭이 생성될 때,드롭이 %1로 생성되었을 때,
1060022,어떤 식으로든 드롭이 생성될 때,어떤 식으로든 드롭이 생성될 때,
1070001,위치 효과가 생성됩니다,위치에 특수 효과가 생성될 때,
1070002,플레이어에게 특수 효과가 생성됩니다.,플레이어에 특수 효과가 생성될 때,
1070003,생물에 대한 특수 효과가 생성됩니다.,생물에서 특수 효과가 생성될 때,
1070004,던지는 개체 효과가 생성됩니다.,던지기에 특수 효과가 생성될 때,
1070005,떨어진 물체에 특수 효과가 생성될 때,떨어진 물체에 특수 효과가 생성될 때,
1080001,이 상태는 생물에 의해 획득됩니다.,유기체가 그러한 상태를 획득할 때,
1080002,이 상태는 생물에서 제거됩니다.,생물이 이 상태를 잃을 때,
1080003,이 상태는 플레이어가 얻습니다.,플레이어가 그러한 상태를 얻을 때,
1080004,이 상태는 플레이어에서 제거됩니다.,플레이어가 그러한 상태를 잃을 때,
1090001,이 레시피는 완성되었습니다,이러한 공식이 합성될 때,
1090002,제형 합성 완료,공식이 합성될 때,
1100001,녹는 시작,제련이 시작될 때,
1100002,제련 완료,"언제, 제련, 완료",
1100003,이 제련이 시작됩니다,그런 제련이 시작될 때,
1100004,이 제련은 완료되었습니다,이러한 제련이 완료되면,
110001,플레이어의 차량,%1 차량,
1110001,플롯 시작,줄거리가 시작될 때,
1110002,이야기의 끝,줄거리가 끝날 때,
1110003,이 플롯이 시작됩니다,"언제, 이 줄거리가 시작됩니다",
1110004,이 에피소드의 끝,이 에피소드가 끝나면,
1120001,버튼이 해제되었습니다,현재 인터페이스의 모든 버튼이 해제됩니다.,
1120002,인터페이스가 열렸습니다,현재 인터페이스가 열립니다,
1120003,인터페이스 닫힘,현재 인터페이스가 닫혔습니다.,
1120004,버튼을 눌렀다,현재 인터페이스의 모든 버튼을 누릅니다.,
1120005,플레이어가 인터페이스에 문자열을 입력합니다.,플레이어가 인터페이스에 문자열을 입력할 때,
1120006,현재 인터페이스의 버튼이 해제됩니다.,현재 인터페이스의%1이 해제되었습니다.,
1120007,현재 인터페이스의 버튼을 누릅니다.,현재 인터페이스의%1을 눌렀습니다.,
1120008,플레이어가 현재 인터페이스의 텍스트 상자에 콘텐츠를 입력할 때,플레이어가 현재 인터페이스의 %1에 콘텐츠를 입력할 때,
1130001,음악 재생,인터페이스 음악이 재생되기 시작하면,
1140001,주요 회원 구매 (1개월),플레이어가 1개월 멤버십을 구매할 때,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,모든 플레이어는 개발자 스토어 항목을 구입하거나 추출합니다.,플레이어가 개발자 스토어 항목을 구입하거나 추출할 때,
120001,랜덤 효과 유형,랜덤 효과 유형,
120002,효과 유형,효과 유형%1,
120003,효과 유형 그룹,효과 유형 그룹%1,
130001,현재 재생 중인 광고 슬롯의 이름 가져오기,현재 재생 중인 광고 슬롯의 이름 가져오기,
140001,블록 유형,블록 유형%1,
140002,블록 유형 그룹,블록 유형 그룹%1,
140003,블록 유형 이름,%1의 이름 입력,
140004,블록 유형 설명,%1에 대한 플러그인 설명,
140005,블록 유형의 외관,%1의 모습,
150001,워드 보드,"내용%1, 글꼴 크기%2, 불투명도%3%, 숫자%4가 있는 텍스트 보드, 자동 줄 바꿈 %5",
150002,부동 텍스트,"내용%1, 글꼴 크기%2, 숫자%3이 있는 부동 텍스트",
150003,진행률 표시줄,"현재 값%1, 최대값%2, 색상%3, 숫자%4에 대한 진행률 표시줄",
150004,개체를 가리키는 화살표,"%1을 가리키는 화살표, 크기%2, 색상%3, 숫자%4",
150005,위치를 가리키는 화살표,"%1을 가리키는 화살표, 크기%2, 색상%3, 숫자%4",
150006,물체로 표면 안내,"%1, 크기%2, 색상%3, 숫자%4을 가리키는 가이드 표면",
150007,위치 지정 가이드 표면,"%1, 크기%2, 색상%3, 숫자%4을 가리키는 가이드 표면",
150008,개체에 대한 가이드 라인,"%1, 크기%2, 색상%3, 숫자%4 안내",
150009,위치를 가리키는 가이드 라인,"%1, 크기%2, 색상%3, 숫자%4 안내",
150010,그림,"이미지는%1, 크기는%2x, 불투명도는%3%, 숫자는%4",
160001,랜덤 컬러,랜덤 컬러,
170001,위치 그룹에서 지정된 번호의 위치,%1에서 %2로 번호가 매겨진 위치,
170002,위치 그룹의 임의의 위치,%1의 임의의 위치,
180001,영역 그룹에서 지정된 번호 영역,%1에서 %2로 번호가 매겨진 영역,
180002,영역 그룹의 임의의 영역,%1의 임의의 영역,
190001,숫자 그룹에서 지정된 숫자의 숫자 값,%1에서 %2로 번호가 매겨진 값,
190002,숫자 그룹의 임의의 값,%1의 임의의 값,
190003,숫자 그룹의 최대값 가져오기,%1에서 최대값을 가져옵니다.,
190004,숫자 그룹에서 가장 작은 값 가져오기,%1에서 최소값 가져오기,
200001,문자열 그룹에 지정된 번호가 있는 문자열,%1의 %2 문자열,
200002,문자열 그룹의 임의의 문자열,%1의 임의의 문자열,
20001,수치 연산,%1%2%3,
20002,잉여,%1모드%2,
20003,난수,임의의 정수 생성:%1 ~%2,
20004,최대값,%2의%1 및%3,
20005,분할 가능,%1 나누기%2,
20006,위치의 좌표 값,%1의 %2 좌표 값,
20007,위치 사이의 수평 각도,%1과 %2 사이의 수평 각도,
20008,위치 사이의 수직 각도,%1과 %2 사이의 수직 각도,
20009,지수,%1에서 %2의 힘,
20010,정사각형,%1에서 %2의 힘,
20011,절대값,절대값%1,
20012,삼각함수,%1%2%3,
20013,고정 하단 로그 함수,%1%2,
20014,임의 하단 로그 함수,로그%1%2,
20015,반올림,%2%1,
20016,각도 및 라디안 변환,%1을%2로 변환,
20019,논리적 XOR,%1 XOR%2,
20020,고급 4 산술,%1%2%3,
2010001,수치 비교,%1%2%3,
2010002,난수,%1%2%3,
2010003,최대값 또는 최소값,%1%2%3,
2010004,분할 가능,%1%2%3,
2010005,위치의 좌표 값,%1%2%3,
2010006,위치 및 위치의 수평 각도,%1%2%3,
2010007,위치 대 위치의 수직 각도,%1%2%3,
2010008,지수,%1%2%3,
2010009,정사각형,%1%2%3,
2010010,절대값,%1%2%3,
2010011,삼각함수,%1%2%3,
2010012,반올림,%1%2%3,
2010013,각도 및 라디안 변환,%1%2%3,
2010018,임의의 값 비교,%1%2%3,
2010019,논리적이고,%1 및%2,
2010020,논리적 또는,%1 또는%2,
2010021,논리적 비,%1 아님,
2020001,게임 시간,%1%2%3,
2020002,플레이어 수,%1%2%3,
2020003,날씨 판단,%1%2%3,
2020004,중력 판단,%1%2%3,
2020005,트리거 상태 판단,%1이 활성화되었습니다,
2020006,트리거 그룹 상태 판단,%1이 활성화되었습니다,
2030001,팀 속성 판단,%1%2%3,
2040001,플레이어 속성 판단,%1%2%3,
2040002,소유 품목 수,%1%2%3,
2040003,플레이어 그룹의 플레이어 번호 판단,%1%2%3,
2040004,플레이어 팀 판단,%1%2%3,
2040005,선수 개인 판단,%1%2%3,
2040006,플레이어 오리엔테이션,%1%2%3,
2040007,플레이어 그룹의 판단,%1 %2 in%3,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,플레이어 상태 효과 판단,%1 %2 in%3,
2040010,애니메이션 표현 판단,%1%2는%3,
2040011,플레이어 설정 판단,%1의%2는%3,
2040012,바로 가기 줄 키 선택,%1%2%3,
2040013,핸드헬드 아이템 유형 판단,%1%2%3,
2040014,장비 칼럼 판단,%1%2%3,
2040015,장비를 착용한 선수 판단,%1%2 착용%3,
2040016,선수 외모 판단,%1%2%3,
2040017,플레이어 백팩 공간 판단,%1 바로 가기 바 및 백팩은 %4에 %2 %3을 절약할 수 있습니다.,
2040018,판단할 소품을 들고 있는 플레이어 백팩,%1의%2는%4에%3을 보유합니다.,
2040019,대상 개체 유형 판단,이벤트의 대상 개체 유형은%2의 %1입니다.,
2040020,플레이어 우정 결정,%1%2는 %3의 친구 관계입니다.,
2040021,Whether player follows the author,%1 has %2,
2050001,플레이어 그룹의 플레이어 수,%1%2%3,
2050002,플레이어 그룹의 플레이어 수,%1%2%3,
2050003,플레이어 그룹에 지정된 번호를 가진 플레이어,%1%2%3,
2060001,생물학적 특성,%1%2%3,
2060003,생물학적 그룹의 판단,%1 %2 in%3,
2060004,생물학적 유형 판단,%1%2%3,
2060005,생물학적 개인의 판단,%1%2%3,
2060006,생물학적 지향,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,생물학적 상태 효과 판단,%1 %2 in%3,
2060009,생물학적 팀 판단,%1%2%3,
2060010,생물학적 그룹의 생물학적 수 판단,%1%2%3,
2060011,생물학적 설정 판단,%1의%2는%3,
2060012,생물학적 외모 판단,%1%2%3,
2070001,생물 군계에 있는 유기체의 수,%1%2%3,
2070002,생물학적 그룹에 지정된 유기체 수,%1%2%3,
2080001,떨어뜨린 개체 수 판단,%1%2%3,
2080002,드롭이 해당 지역에 있습니다.,%1 %2 in%3,
2080003,항목 유형 판단,%1%2%3,
2080004,발사체가 그 지역에 있다,%1 %2 in%3,
2090001,위치와 위치 사이의 거리,%1%2%3,
2090002,블록 유형 판단,%1%2%3,
2090003,블록 스위치 상태 판단,%1의 블록 스위치 상태는%2,
2090004,블록은 영역 판단에 있습니다.,%1 %2 in%3,
2090005,블록 방향 판단,%1 대면%2의 블록은%3,
2090006,지정된 위치의 블록 유형,%1에서 블록 유형%2%3,
2090007,블록 설정 판단,%1의%2는%3,
2100001,타이머 시간 판단,%1%2%3,
2100002,부울 비교,%1%2%3,
2100003,문자열 비교,%1%2%3,
2100004,음악 유형 판단,%1%2%3,
2100005,판단을 완료하기 위해 서버 테이블에서 값을 가져옵니다.,서버 테이블 또는 리더보드에서 가치를 얻으십시오. 완전한 판단은 %1입니다.,"1. 테이블 또는 리더보드에서 가치를 얻기 위한 조치를 취합니다.
2. 이벤트의 모든 파라미터가 전달됩니다(이벤트 플레이어 트리거, 이벤트 피조물 트리거 등)."
2100006,플레이어의 멤버십 판단,%1%2 미니 월드 빅 멤버는 %3,
210001,부울 값 그룹에서 지정된 숫자의 부울 값,%1에서 부울 번호%2,
210002,부울 그룹의 랜덤 부울 값,%1의 무작위 부울,
2110001,플레이어별 차량,%1%2%3,
2120001,효과 판단,%1%2%3,
2130001,광고를 재생하여 판단을 완료하십시오.,현재 재생 중인 광고는 %1로 결정되었습니다.,
2140001,상태 효과 판단,%1%2%3,
2140002,빌딩 블록 판단,%1의%2가 %3 검출 모드%4 필요%5,
2140003,실행 가능한 빌딩 블록 판단,%3 검출 모드에 대한 %1의 %2 실행 가능 빌딩 블록 검출%4 요구 사항%5,
2140004,운영 환경 판단,현재 클래스에서 실행 중인지 확인,
2150001,구성 요소 판단,%1 %2 %3 %4,
2150002,페이지 판단,%1%2%3,
220001,블록 유형 그룹에 지정된 번호가 있는 블록 유형,%1에서 %2로 번호가 매겨진 블록 유형,
220002,블록 유형 그룹의 임의 블록 유형,%1의 랜덤 블록 유형,
221001,"감지, 영역 유사성",탐지 영역 유사성: 원래 영역%1 대상 원점%2 탐지 모드%3,
221002,영역의 블록 유형 그룹,%1에서 블록 유형 그룹 가져오기,
221003,해당 지역의 총 블록 수,%1에서 총 블록 수 가져오기,
221004,영역에서 지정된 유형의 블록 수,%1에서 %2 유형의 블록 수를 가져옵니다.,
230001,항목 유형 그룹에 지정된 번호가 있는 항목 유형,항목 유형은%1에서%2로 번호가 매겨졌습니다.,
230002,항목 유형 그룹의 임의 항목 유형,%1의 임의의 항목 유형,
240001,생물학적 유형 그룹에 지정된 숫자를 가진 유기체의 유형,%1에서 %2로 번호가 매겨진 생물학적 유형,
240002,생물학적 유형 그룹의 임의의 생물학적 유형,%1의 임의의 생물 유형,
250001,타이머 그룹에 지정된 번호가 있는 타이머,%1에서 %2로 번호가 매겨진 타이머,
250002,타이머 그룹의 임의 타이머,%1의 임의 타이머,
260001,효과 유형 그룹에서 지정된 숫자의 효과 유형,%1에서 %2로 번호가 매겨진 효과 유형,
260002,효과 유형 그룹의 무작위 효과 유형,%1의 무작위 효과 유형,
270004,항목 유형의 아이콘,%1의 아이콘,
270005,생물학적 아이콘,%1의 아이콘,
270006,생물 유형 아이콘,%1의 아이콘,
270007,상태 아이콘,%1의 아이콘,
270008,블록 유형 아이콘,%1의 아이콘,
270009,플레이어의 현재 캐릭터 아이콘,현재%1 역할의 아이콘,
270010,플레이어 바로 가기 표시줄 아이콘 가져오기,%2의 %1 바로 가기 표시줄 아이콘,
280001,랜덤 던지기 유형,랜덤 던지기 유형,
290001,랜덤 사운드,랜덤 사운드,
300001,서버에서 얻은 위치,서버에서 얻은 위치,
300002,서버에서 획득한 영역,서버에서 획득한 영역,
300003,서버에서 얻은 값,서버에서 얻은 값,
300004,서버에서 얻은 문자열,서버에서 얻은 문자열,
300005,서버에서 얻은 부울 값,서버에서 얻은 부울 값,
300006,서버에서 획득한 플레이어,서버에서 획득한 플레이어,
300007,서버에서 가져온 블록 유형,서버에서 가져온 블록 유형,
