keyid,名字,属性描述
38003,Résistance au gel,Résistance au gel+
39003,Bénédiction de l'outil,Bénédiction de l'outil
40003,Bénédiction des armes,Bénédiction des armes
41003,Bénédiction de l'équipement,Bénédiction de l'équipement
42001,Dommages causés par la glace,Niveau de dommages causés par la glace
42002,Dommages causés par la glace,Niveau de dommages causés par la glace
42003,Dommages causés par la glace,Niveau de dommages causés par la glace
43001,Bonus dégâts physiques de mêlée,Dommages physiques de mêlée +
43002,Bonus de dommages physiques de mêlée,Dommages physiques de mêlée +
43003,Augmentation des dégâts physiques de mêlée,Dégâts physiques de mêlée +
44001,Résilience,Réduction des dégâts +
44002,Perseverance,Réduction des dégâts + Résilience.
44003,Résilience,Réduction des dégâts +
45001,Protection à distance,Dommages physiques à distance-
45002,Protection à distance,Dommage physique à distance -
45003,Protection à distance,Dommages physiques à distance -
46001,Protection contre les explosions,Dommages causés par des explosions -
46002,Protection contre les explosions,Dommages d'explosion-
46003,Protection contre les explosions,Dommages causés par une explosion -
47001,Vitesse de rétablissement de la résilience,Rétablissement de la résilience +
47002,Récupération de résilience,Récupération de résilience+
47003,Récupération de la résilience,Récupération de la résilience +
48001,Saut en hauteur,Capacité de saut +
48002,Saut en hauteur élevé,Capacité de saut +
48003,Saut en hauteur élevé,Capacité de saut +
49001,"Changement, changement, changement",Probabilité de transformation de l'ennemi +
49002,Transformation transformation transformation,Probabilité de transformation de l'ennemi +
49003,Changer changer changer,Probabilité de transformation de l'ennemi +
50001,Protection de durabilité,Probabilité de ne pas perdre de durabilité +
50002,Durabilité Protection,Probabilité de ne pas perdre de durabilité + protection de la durabilité.
50003,Protection de durabilité.,Probabilité de non-dégradation + protection de durabilité.
51001,Pêche rapide,Vitesse de pêche +
51002,Pêche rapide,Vitesse de pêche +
51003,Pêche rapide,Vitesse de pêche +
52001,Lenteur,Probabilité de ralentissement de l'ennemi +
52002,Lenteur,Chance de ralentissement de l'ennemi +
52003,Lentification,Probabilité de ralentissement de l'ennemi +
53001,Diminution de l'endurance minière,Baisse de l'endurance minière
53002,Diminution de l'endurance de creusage,Baisse de l'endurance de creusage
53003,Diminution de l'endurance de la fouille,Baisse de l'endurance de la fouille
54001,Météorite tombe,Météorite tombe
54002,Météore tombé,Météore tombé
54003,Météore tombé,Météore tombé
55001,Bonus d'expérience d'étoile,Expérience d'étoile acquise +
55002,Bonus d'expérience d'étoile.,Acquisition d'expérience d'étoile +
55003,Bonus d'expérience en étoiles.,Acquisition d'expérience en étoiles +
56001,Vitesse de compétences,Refroidissement de compétences-
56002,Compétences rapides,Refroidissement des compétences-
56003,Compétences rapides,Refroidissement des compétences-
57001,Coup final,Dommage de coup final +2%
57002,Coup fatal,Dégâts finaux +2%
57003,Coup final,Dommage final +2%
58001,Résistance au recul,Résistance au recul +5%
58002,Résistance au repoussement,Résistance à la défense +10%
58003,Résistance à la poussée,Résistance à la poussée +15%
59001,Bonus de dégâts aux bêtes,Dommages aux bêtes +
59002,Bonus de dommages aux bêtes,Dommages infligés aux bêtes +
59003,Bonus de dégâts infligés aux bêtes,Dommages infligés aux bêtes +
60001,Bonus de dégâts contre les sauvages,Dommages contre les sauvages+
60002,Bonus de dommages causés aux sauvages,Dommages causés par les sauvages +
60003,Bonus de dommages infligés aux sauvages,Dommages infligés aux sauvages +
61001,Augmentation des dommages aux élites,Dommages aux élites +
61002,Bonus de dégâts aux élites,Dommages aux élites +
61003,Bonus de dégâts aux élites,Dommages aux élites +
62001,Bonus de dégâts contre le vide.,Dommages + contre les créatures du vide
62002,Bonus de dégâts contre le vide,Dommages contre les créatures du vide +
62003,Bonus de Dommages de Vide.,Dommages aux créatures du vide +
63001,Bonus Dommages Horaires,Dommages aux créatures de Horas +
63002,Bonus heures dégâts,Dommages aux créatures de Horas +
63003,Bonus Dommages Horaires,Dommage causé par des extraterrestres+
64001,Bonus de dégâts aquatiques,Dommages causés aux créatures aquatiques +
64002,Bonus de dégâts aquatiques,Dommages causés aux créatures aquatiques +
64003,Dommages aquatiques bonus.,Dommages aux créatures aquatiques +
