ID,名字,描述
53,Feux d'artifice Glamorous,"Après la charge, déclenchement lorsque la terre après le saut, feu d'artifice va tirer sur et monter autour de la musique sera jouée"
54,Charger,charge avant
55,repoussement,Charge créatures avant et knockback devant vous
56,Flotter,"Lors de l'utilisation de la monture, le caractère planera du sol et l'effet sonore en rotation de l'hélice sera joué automatiquement simultanément."
57,faible Gliding,"Glide à basse altitude pour une courte distance, en maintenant le bouton de saut en tombant vous empêchera d'endommager"
58,haut Gliding,"Glide à basse altitude pour une plus longue distance, en maintenant le bouton de saut en tombant vous empêchera d'endommager"
59,Lumières et plumes,Invoquer 3 petits cygnes fantômes pour nager autour du mont après utilisation
60,Le lac des cygnes,Peut plonger dans l'eau pour nager
61,Vol du matin,Peut voler pendant une certaine distance dans l'air et ne pas épuiser la santé pendant l'automne
62,Super lightwave,"Lorsque vous déplacez, il émettra automatiquement une vague de lumière cool"
63,Rayon de destruction,"Lorsque vous déplacez, il émettra automatiquement une onde de lumière rouge dorée fraîche"
64,Lightwave divine,"Lorsque vous déplacez, il émettra automatiquement une vague de lumière cool"
65,Rayons purifiants,"Lors du déplacement, il émettra automatiquement des ondes de lumière verdoyales cool-violet"
66,Nuage,Peut flotter dans l'air pendant une courte distance et ne pas épuiser à l'automne
67,Percée,Peut voler pendant une certaine distance dans l'air et ne pas épuiser à l'automne
68,Saut dimensionnel,Apparaîtra à 15 pâtés de maisons dans la direction pointue après avoir utilisé la compétence
69,Tourbillon,"Après utilisation, une petite tornade suivra derrière la voiture"
70,Bulle magique,De nombreuses bulles apparaîtront tout autour du corps.
71,Zephyr Wings,Peut voler pendant une certaine distance dans l'air et ne pas épuiser à l'automne
72,Gusgin magique,Le flux d'eau bleu apparaîtra autour de vous.
73,Larmes miracles,Un bouclier d'énergie peut être formé.
74,Lueur rouge,Glow rouge qui tourne autour de vous.
75,Rayon d'or,Haricot doré qui tourne autour de vous.
76,Glow bleu,Glow bleu qui tourne autour de vous.
77,Pétales qui tombent,Petits pétales qui tombent autour de vous
78,Batterfly flotter,Papillons et fleurs fleurissant autour de vous
79,Pétales volants,Pétales roses et fleurs volant autour de vous
80,Mettre les voiles,Appuyez sur le bouton de saut pour accélérer 20% pendant 10 secondes.
81,Débutant,Tapez sur le bouton de saut pour appeler 1 petit génie qui vous suit.
82,Convocation intermédiaire,Cliquez sur le bouton de saut et une star génie semble suivre.
83,Convocation avancée,Cliquez sur le bouton de saut et une perle génie semble suivre.
84,Dieu caché,"Après avoir cliqué sur le bouton de saut, cliquez à nouveau sur le bouton de saut à mi-air pour entrer dans l'état invisible."
85,Enlevée comme par enchantement,Golden Gears apparaîtra autour du corps.
86,Éclairs violet,La foudre pourpre apparaîtra autour du corps.
87,Windfury,Appuyez longuement sur le bouton de saut pour accumuler de l'énergie pour faire appel à Tornado pour éliminer toute personne devant vous.
88,Volume de spirale,"Après avoir cliqué sur le bouton de saut, cliquez à nouveau sur le bouton de saut à mi-air pour survoler dans le ciel."
89,Les ondes sonores,Effet lumineux au laser entourant le corps.
90,Son électronique,Éclairage coloré entourant le corps.
91,Rythme,Appuyez longuement sur le bouton de saut pour augmenter la santé pour vous-même et vos coéquipiers dans une certaine gamme.
92,Superstar arrive,Appuyez longuement sur le bouton de saut pour augmenter la santé des alliés dans une certaine gamme et réduire la santé des monstres dans la gamme.
93,Fleurs flottant,Il y a des pétales volant sur tout le corps.
94,Nuages ​​flottants,Appuyez longuement sur la touche de saut pour voler une certaine distance dans l'air.
95,Lingué,Vous pouvez marcher sur l'eau.
96,Petite brise,Il y a des pétales volant sur tout le corps.
97,Fan de danse,Il y a des pétales volant sur tout le corps.
98,Balancement,Appuyez longuement sur le bouton de saut pour voler une certaine distance dans l'air.
99,Extase,Cliquez sur le bouton Utiliser pour activer le cercle magique du fantôme et les monstres du cercle magique tomberont dans un étourdissement.
100,Fortune vient,Cliquez pour utiliser la touche pour déposer des os de viande dans l'air.
101,Flamme bleue,Tirant des flammes bleues par derrière.
102,Dragon Flamme,Des flammes orange entourent le corps.
103,Canon de l'Empereur,"Tire un canon à énergie. Une fois touché, les dégâts seront subis."
104,Envolée du dragon,Volez dans le ciel. Voler librement dans les airs.
105,De bon augure,Des taches dorées et de petits lingots entourent le corps.
106,Tigre de bon augure,Des lumières tombantes et des pièces de monnaie avec des nuages et de la brume entourent le corps.
107,Le saut du tigre,Avancez pour frapper avec des dégâts.
108,Rugissement de montagne,Rugissant pour frapper avec des dégâts dans une certaine plage.
109,Météore,Des étoiles bleues roses entourent le corps
110,Fleur jaune,Fleurs blanches et fluorescence jaune entourent le corps
111,Coeur rose,Des cœurs roses et une fluorescence bleue entourent le corps
112,Plume volante,Appuyez longuement sur le bouton de saut pour parcourir une certaine distance dans les airs.
113,Bénédiction,Santé augmentée en cas de dégâts mortels
114,Vent,Des feuilles de bambou et des nuages entourent le corps
115,Ombre,Les ombres des montagnes et des rivières entourent le corps
116,Gratuit,Augmente la vitesse de déplacement lorsque vous subissez des dégâts
117,Panoramique,Cliquez sur le bouton utiliser pour infliger des dégâts aux monstres devant vous
118,Star Shadow,Spot de brillance.
119,Lueur divine,Transformez la lumière autour.
120,Rêve divin,Maintenez la clé de saut pour enchanter et obtenez le buff au hasard.
121,Empereur Dao,La pointe formera une flamme figurative.
122,Voie sainte,Il y a des flammes de banderole sur tout le corps.
123,Épée volant,Appuyez longuement sur le bouton de saut pour voler à une certaine distance dans les airs.
124,Épée impériale Double mouche,Vous pouvez monter avec vos amis et la double épée peut également augmenter la vitesse de déplacement.
125,Bain moussant,Il y a des bulles qui flottent autour.
126,Bain moussant note de musique,Il y a des bulles et des notes de musique qui volent.
127,Somnambulisme,Peut flotter sur l'eau.
128,Bulle flottante,Appuyez longuement sur le bouton de saut pour faire flotter les monstres autour de vous dans les airs enveloppés de bulles.
129,Agis mignon,Il y a beaucoup d'amour qui flotte autour.
130,Rêve flottant,Tout le corps sera parsemé de fleurs rouges.
131,Lumière,"Après avoir cliqué sur le bouton de saut, cliquez à nouveau sur le bouton de saut en l'air pour sauter en deux étapes."
132,Mille illusions,Une pression prolongée sur le bouton de saut peut amener les monstres à proximité à tomber dans un fantasme et à s'attaquer les uns les autres.
133,Allez faire un tour,Il y a des empreintes de chat flottant sur tout le corps.
134,Sable volant,Il y avait des grains de sable qui flottaient autour.
135,Sable marchant,"Après avoir roulé, il peut réduire les dégâts des tempêtes de sable."
136,Comme le brocart,Des plumes blanches flottaient sur tout le corps.
137,Fucui,Il y a des plumes vertes qui flottent autour.
138,Linlang,De magnifiques plumes flottaient autour du corps.
139,Errant,Appuyez longuement sur le bouton de saut pour voler une distance dans les airs.
140,L'esprit de l'oiseau,"Après avoir roulé, la luminosité du champ de vision est grandement améliorée et l'environnement autour de vous peut être vu clairement la nuit."
141,Sable mouvant,Entouré par le sable doré coulant qui remplit le cœur.
142,Épinards,Des fleurs d'osmanthus dorées flottaient sur tout le corps.
143,Lune flottante,Peut flotter sur l'eau.
144,Battre le gâteau,Appuyez longuement sur le bouton de saut pour générer aléatoirement un aliment.
145,Oublie les soucis,Entouré de lys roses de la vallée et un peu de lumière et d'ombre
146,Pas de soucis,"Entouré de lys roses de la vallée, de petites lumières et de papillons"
147,Carillons éoliens,Appuyez longuement sur le bouton de saut pour voler une distance dans les airs.
148,Parfumé,A une vitesse de déplacement super rapide.
149,Glisser,Il y aura des feuilles d'érable et de la lumière sur tout le corps se déplaçant avec le vent.
150,Accélération de puissance,Appuyez longuement sur le bouton de saut pour sprinter vers l'avant sur une distance.
151,Pilote,"Double-cliquez sur la touche de saut pour continuer à voler à basse altitude, mais il ne peut pas voler sur l'eau et la lave. Double-cliquez à nouveau sur la touche de saut pour atterrir."
152,Les porcs se battent,"Lorsqu'ils sont soumis à des attaques successives, les dégâts d'attaque de l'ennemi sont restitués à l'ennemi."
153,Chandelles,Il y a des taches de lumière qui flottent autour.
154,Saut,Appuyez longuement sur le bouton de saut pour économiser de l'énergie pour sauter plus haut.
155,Bunny whack,Cliquez sur le bouton de saut dans les airs pour atterrir rapidement et détruire les blocs au sol.
156,Tendresse,Entouré d'étoiles et d'ombres et de pétales.
157,Poudre,"Entouré d'étoiles, de pétales et de bandes de lumière rose clair."
158,Voyage autour de la fantaisie,Appuyez longuement sur le bouton de saut pour voler une distance dans les airs.
159,Espace de rêve,Cliquez sur le bouton Utiliser dans chacune des deux positions pour configurer un tableau de transport bidirectionnel.
160,Neige,Entouré de lumière bleue et de petits flocons de neige.
161,Champ de glace,Les monstres entrant dans les environs seront ralentis.
162,Zéro absolu,Appuyez longuement sur le bouton de saut pour geler les monstres à proximité.
163,Super énergie,Entouré d'une ouverture
164,faire un vœu,Entouré de petites étoiles.
165,surprise,Appuyez longuement sur le bouton de saut pour vous téléporter vers l'avant sur une distance.
166,Double tour,Vous pouvez rouler avec vos amis.
167,Gollum,Entouré de toutes sortes de petits spots lumineux Gollum Beast.
168,Énergie miracle,Appuyez longuement sur le bouton de saut pour générer aléatoirement un œuf biologique.
169,Flutter,"Double-cliquer sur le bouton de saut peut continuer à voler à basse altitude, mais il ne peut pas voler sur la surface de l'eau et le magma. Double-cliquer à nouveau sur le bouton de saut peut atterrir."
170,Encens de boulette,Il y a de délicats petits zongzi flottant autour du corps.
171,mettre les voiles,Peut flotter sur l'eau.
172,pêche en mer,Appuyez longuement sur le bouton de saut sur l'eau pour lancer des zongzi et obtenir une créature marine.
173,Nuage de fumée,Nuages brumeux.
174,Paysage montagneux,Invoquer monture pour creuser plus vite
175,Pétales d'Eau-Lune,"Maintien saut pour invoquer créature, attaque monstres."
176,Rêve,"Bonbons, particules, cœurs autour de toi"
177,Fantaisie,ATK augmente quand HP diminue.
178,Fête de Poupées,Maintenez [Sauter] pour Ours Joyeux et température.
179,,
180,,
181,rythme,Entouré de notes de musique battantes.
182,Voix de la lune,Il y a des notes de musique violettes et dorées sur tout le corps accompagnées des étoiles et de la lune.
183,musique,Double-cliquer sur la touche de saut peut accélérer et restaurer des points de santé pendant un certain temps.
184,Star Vault Plaisir,Une pression prolongée sur le bouton de saut peut étourdir les monstres à proximité.
185,Biye,Entouré de feuilles vertes.
186,Asile vert,Entouré d'énergie verte et de fleurs et de feuilles vertes.
187,Bénédiction de la forêt,Double-cliquer sur la touche de saut peut restaurer des points de santé pendant un certain temps.
188,résonance naturelle,Une pression prolongée sur le bouton de saut peut infliger des dégâts aux monstres à proximité.
189,Lumière Merveilleuse,Qui brille partout.
190,Danseuse de Soie de la Mer,Scintillant de la lumière de la vie marine.
191,Barrière de Corail,Double-tapez pour bouclier de dégâts
192,Fureur des Marées,Maintenez enfoncé pour sauter et éclabousser
193,La lanterne koi.,Le corps est entouré de lumière brillante.
194,Les lanternes flottantes dansent comme des poissons volants.,Le corps est parsemé de petits koïs et de points lumineux qui scintillent.
195,Écran de Jin Fu.,Double-cliquez sur la touche de saut pour obtenir un bouclier qui réduit les dégâts subis.
196,Danse de la fortune et de la prospérité du Koi.,Appuyez longtemps sur la touche de saut pour libérer le pouvoir du Koi et récupérer une certaine quantité de points de vie.
197,Rêve.,Il y a des points brillants qui scintillent autour de moi.
198,Tourbillon de rêves d'enfance.,Des petits poneys de contes de fées dansent gracieusement autour de moi.
199,Galop de la lumière stellaire,Double-cliquer sur la touche de saut permet d'obtenir un effet d'accélération temporaire.
200,La résonance de la mélodie.,"en maintenant la touche de saut, vous pouvez libérer la mélodie de conte de fées, ce qui plonge les monstres environnants dans un état de stupeur temporaire."
201,Il galope à vive allure.,La poussière flotte tout autour de lui.
202,Attaque de bonbons.,Lancer des sucettes tout autour.
203,Ombre illusoire.,Il y a des reflets de poêles à feu partout autour de lui.
