ID,描述
49,Paramètres de base
50,Vue arrière
51,Vue avant
52,Vue princ.
53,Vision
54,Vision
55,Vision
56,La caisse de stockage est remplie !
57,Points de taches:
58,Aucun
59,L'aventure de
60,Création
61,Manque de @1
62,@1×@2 ont créé
63,Supprimer l’ami
64,@1 est maintenant votre ami
65,A quitté l’interface d’enchantement
66,étoiles insuffisantes pour l’enchantement
67,Encore aucune propriété d’enchantement
68,Propriété aléatoire
69,Ce objet est enchanté
70,Le sous-objet dispara?tra après la fusion
71,Veuillez mettre vos sous-objets
72,Veuillez sélectionner les objets à enchanter
73,étoiles
74,Mini-pièces
75,Objets disponibles à enchanter
76,Objets principaux disponibles
77,Sous-objets disponibles
78,Aucune propriété convenable
79,@1 bien enchanté(e)
80,Veuillez mettre des objets à enchanter
81,A été mis dans le sac de dos depuis l’interface d’enchantement
82,Parvenez à survivre dans les contrés sauvages. Collectez des ressources et explorez le monde
83,Vous avez une infinité de ressources pour établir tout ce que vous voulez
84,Créez une nouvelle archive\n Commencez votre aventure maintenant
85,Vous n’avez encore aucune archive. #cfa7a0fCréez-en#n une maintenant
86,Voici quelques cartes de plus à #cfa7a0ftélécharger!#n
87,Vous êtes dans le jeu pour la première fois. Vous avez peut-être besoin de l’entra?nement des débutants pour le mode personnalisé de base
88,Sélectionnez un personnage dans la scène\n Créez votre r?le
89,Veuillez sélectionner un r?le
90,L’entra?nement de novice n’est pas encore terminé. Continuer ?
91,"Si vous êtes un débutant.
nous vous recommandons fortement d’entrer dans #c0aaa1ala carte du guide#n."
92,Carte d’entr. Novice
93,Arrivé : Enfers
94,Arrivé : monde du dessus
95,Vous perdez en affrontant @other
96,Crampe du pied de @self en nageant
97,@self rester à l'écart des objets à haute température
98,@self saute d’une hauteur de 10 000 km
99,Il vous faut une combinaison spatiale
100,Attention au cactus !
101,Vous avez tellement de chance que vous devriez acheter un ticket de loterie.
102,Vous êtes empoisonné. Guérir en buvant du lait frais
103,@self est mort comme une fleur.
104,Vous êtes en mode course
105,Vous êtes en mode furtif
106,Venez à ma salle d’aventure maintenant ! Mes compagnons et moi vous attendons !
107,La salle d’aventure est si cool ! Impossible de s’arrêter
108,Qui voudrait venir à ma salle d’aventure maintenant ?
109,Venez à ma à ma salle d’aventure maintenant si vous êtes mon ami !
110,Qui voudrait m’aider à déterrer des minerais ? Venez à ma salle d’aventure maintenant !
111,Venez à ma salle de création maintenant ! Vous pouvez vous amuser énormément
112,Venez à ma salle de création maintenant pour faire la fête !
113,Bienvenue dans ma salle de création élaborée
114,Ma salle de création a attendu si longtemps !
115,J’ai une grande maison dans ma salle de création. Venez jeter un ?il !
116,Le lune est pleine. C’est une nuit spéciale…
117,La lune est cachée
118,Il y un tant de marchandises ici. De quoi avez-vous besoin ? Peut-être pourrez-vous vous tourner vers mes frères et s?urs dans le désert et le champ de glace.
119,J’ai grandi dans un désert. Je veux plus de marchandises pour le transformer en oasis.
120,Il fait froid dans le champ de glace. J’ai besoin de beaucoup de marchandises. Pouvez-vous me fournir des marchandises ?
121,Il y a des mots sensibles non conformes. Veuillez entrer de nouv.
122,Cette bo?te de stockage est dédiée au propriétaire de la salle. Vous n’êtes pas autorisé à l’ouvrir.
123,Entrez un nouv. nom
124,Besoin de
125,Le nom ne peut pas être modifié dans les archives
126,Félicitations ! Le nom a été bien changé pour devenir
127,échec de changement du nom. Veuillez vérifier la connexion réseau et réessayer
128,Les objets achetés sont stockés dans le pack.
129,Appuyez sur l'élément dans la sauvegarde pour le retirer dans le sac à dos. Les fragments de montage ont été déplacés vers l'entrepôt de fragments de montage. #cfa7a0fTap voir.#n
130,Ce type d’objets ne peut être retiré et utilisé que par le propriétaire de la salle
131,Achat réussi. Veuillez entrer le pack en bas à gauche pour vérifier
132,Retrait réussi. Veuillez vérifier le sac à dos
133,Score de l’aventure extrême :
134,"Vous quittez le jeu, veuillez essayer d'autres (0)"
135,La connexion a échoué. L'h?te a fermé la salle multijoueur
136,La salle est fermée. La maman du propriétaire de la salle l’appelle au d?ner
137,Impossible d’entrer. échec de téléchargement de la carte ou la carte est endommagée (il est conseillé de la partager en avance comme plan de secours)
138,Niveau d’activité :
139,Succès débloqués :
140,Informations
141,Avatar
142,Utilisation
143,Déblocage
144,Entrez l’UID de l’auteur
145,UID
146,Réseau instable. Veuillez vérifier
147,Sélectionner une catégorie
148,Ordinaire
149,Bon
150,Excellent
151,Les propriétaires de salle que vous suivez sont tous partis en vacances…
152,"Désolé, veuillez actualiser la liste des cartes et réessayer."
153,Nom
154,Joueur
155,Trier
156,Description
157,Mettre à jour mnt
158,Version obsolète du jeu. Veuillez mettre à jour
159,Cette carte d’archive ne peut pas être téléchargée pour restauration car elle n’est pas partagée.
160,"Vous devez retélécharger l’archive.
Voulez-vous vraiment la télécharger maintenant ?"
161,Le transfert/téléchargement a été suspendu à cause d’une connexion réseau instable. Veuillez vérifier le réseau et réessayer
162,Aucune carte suivie. Vérifiez le partage des compagnons maintenant
163,Les données de l’archive seront converties lors de l’accès au jeu. Cela peut prendre quelques minutes. Veuillez patienter et ne pas quitter.
164,Salle accédée la dernière fois
165,Vous êtes en train de tricher. Les conséquences seront graves.
166,Titre
167,Tag
168,Trier
169,Intro
170,Publique
171,Privée
172,Une description splendide de la carte incite plus de\n compagnons à la télécharger\n (Jusqu’à 60 caractères)
173,Partage de mise à jour
174,Abonnements
175,Entrez l’UID de l’auteur
176,Mon partage
177,Retour
178,Ce type est trop paresseux pour entrer une description
179,Veuillez noter cette carte si vous l’aimez !
180,Confirmer
181,Le nom de l’archive ne peut pas être vide
182,Capacités de monture
183,Temps d’éclosion
184,Instantané
185,Obtenir
186,Utiliser
187,Améliorer
188,Vous n’avez aucune archive partagée
189,Ce joueur n’a aucune carte partagée
190,Classement par défaut
191,Tend.
192,Note
193,Sujets
194,Actualités
195,Classements
196,Semer maintenant
197,Accélérer
198,Récolté
199,Le compagnon qui vous a aidé :
200,La plante #c0aba1dpousse bien#n
201,La plante #cffda0aa soif#n
202,La plante #cff3d2bse fane#n
203,Possible d’obtenir :
204,Com. à reb. :
205,(Accélération)
206,Semer maintenant
207,Accueil Visiter amis
208,Tableau d’affichage
209,Amis
210,Fans
211,Avatar
212,Nom
213,Défaites
214,Ami
215,Montures
216,(Aper?u)
217,En attente de résurrection
218,"Changer de compte, S'il vous pla?t noter:#r1.Don't oublier de télécharger des fichiers de sauvegarde importante pour éviter les pertes#r2. Si vous rencontrez un message d'erreur de mot de passe, essayez à nouveau commutateur et connexion"
219,La salle est fermée car la connexion est instable
220,Fermer la salle exclura tous les joueurs
221,Quitter le jeu exclura tous les joueurs
222,Commencer la partie : 3
223,Commencer la partie : 2
224,Commencer la partie : 1
225,Allez-y !
226,D’accord
227,Défaut
228,Avis
229,@self a donné @other un coup dur
230,La frappe de @self frappe @other avec précision !
231,@self renvoie @other au point de résurrection ? amical ? !
232,@self effectue un double combo !
233,@self effectue un triple combo !
234,@self is so sharp! est si intelligent !
235,Impossible d’arrêter @self !
236,@self domine le jeu !
237,@self est en sur le point de surpasser le dieu !
238,@self est fou ! Qui peut l’arrêter ?
239,@self ressemble à un dieu !
240,@self a surpassé le dieu ! Veuillez l’arrêter !
241,M.à.j de la version
242,Aucun avis pour l’instant !
243,@self met fin au triple combo de @other !
244,@self met fin à l’acuité de @other !
245,@self met fin à l’état imparable de @other !
246,@self met fin à la domination de @other dans le jeu !
247,@self met fin aux efforts de @other pour surpasser le dieu !
248,@self met fin à la folie de @other !
249,@self met fin à l’état divin de @other ?
250,@self met fin à l’état supérieur au dieu de @other !
251,Votre monture actuelle peut désormais donner naissance à des bébés !
252,La monture bébé ne peut éclore qu’après @num jours dans le jeu
253,Vous ne pouvez pas vous asseoir dans l’état actuel
254,Trop loin pour s’asseoir
255,Vendeur de rue
256,(nouv.x arrivages)
257,Bienvenue ! En quoi puis-je vous aider ?\n
258,en train de partir
259,Restant(s) :
260,épuisé(s)
261,Vendeur de rue
262,Le vendeur de rue est en train de partir
263,Blueprint
264,"Ooh, ooh, ooh, qu'est-ce que tu veux?"
265,@Null@
266,"échec de la recharge, veuillez réessayer plus tard"
267,La version est trop faible pour mettre à jour la peau
268,"L’objet n’est pas débloqué, imposs. de l’utiliser"
269,Impossible d’enregistrer l’article à cause d’espace insuffisant. Veuillez vider de l’espace et réessayer
270,Victoire
271,échecs
272,égalité
273,Code d’activation
274,Code d’activation pour sac cadeau
275,Activé !
276,Vérifier la récompense dans le centre commercial
277,cliquez sur Pack
278,pour vérifier le bonus.
279,Veuillez entrer le code d’activation pour utiliser le pack cadeau.
280,@Null@
281,Veuillez entrer le code d’activation !
282,Réseau instable. Veuillez vérifier
283,Le code d’activation a été utilisé. Impossible d’obtenir des cadeaux de nouv.
284,Le code d’activation entré est incorrect
285,Félicitations ! Vous avez activé un sac cadeau
286,Réseau instable/Plateforme incorrecte/même type de sac cadeau obtenu
287,Appuyez longtemps
288,Cliquez sur le sol pour placer la table d'artisan!
289,Mon archive
290,En ligne
291,Ordinaire
292,Construction
293,Machinerie
294,Sac à dos
295,Outils
296,Récolte
297,Articles divers
298,Cubes
299,Modifier
300,"Manque #cfa7a0f de bois #n, creuser du bois pour ramasser du bois"
301,"Sélectionnez d'abord l'icône #n #cfa7a0f bureau artisan, puis cliquez sur le bouton à droite #cfa7a0f faire #n"
302,"Manque de matériaux pour faire #cfa7a0f pioche #n, veuillez abattre des arbres pour obtenir #cfa7a0f du bois #n"
303,Sélectionnez la #cfa7a0fpioche de bois#n. Et touchez le bouton #cfa7a0fCréer#n à droite
304,Bienvenue dans le MiniWorld. #cfa7a0fFamiliarisons-nous d’abord avec le fonctionnement#n. #cfa7a0fTouchez#n l’écran pour commencer
305,#cfa7a0fFaites glisser l’écran#n à gauche ou à droite pour faire face
306,#cfa7a0fFaites glisser#n le culbuteur pour #cfa7a0fbouger#n. Essayez de marcher en avant
307,#cfa7a0fAppuyez sur le cube de manière prolongée#n (flèche) pour une collecte continue jusqu’à #cfa7a0fl’endommagement du cube#n
308,Excellent. Tous les cubes peuvent être endommagés et obtenus. Touchez #cfa7a0fRecevoir#n les récompenses
309,"Trouvez l'arbre dans le sens de la flèche, appuyez #cfa7a0f longuement sur le #n carré d'arbre (bout du doigt) pour obtenir #cfa7a0f bois #n"
310,"Super, utilisez la hache pour abattre l'arbre, vous pouvez obtenir le bois #cfa7a0f plus rapidement #n"
311,"Maintenant, ouvrez #cfa7a0f sac à dos #n, utilisez #cfa7a0f planche #n une #cfa7a0f table d'artisan #n"
312,Touchez le tag #cfa7a0fCréer#n
313,"#cfa7a0f station artisan #n peut traiter beaucoup d'articles haut de gamme, le voyage à domicile, l'aventure doit"
314,Placez la table #n d'artisan fraîchement usinée #cfa7a0f dans la #cfa7a0f barre #n de raccourcis et sélectionnez
315,Cliquez sur le sol pour placer #cfa7a0f table d'artisan #n
316,#cfa7a0f cliquez #n pour ouvrir le bureau de l'artisan (bout du doigt)
317,Objet bien créé. Vous pouvez exploiter des minerais de débutant avec la #cfa7a0foioche de bois#n dans le jeu
318,"Cliquez #cfa7a0f nouille #n (placé dans la colonne des raccourcis), le #cfa7a0f bouton apparaîtra #n"
319,#cfa7a0f appuyez et maintenez le bouton à droite #cfa7a0f #n #n pouvez manger les nouilles
320,Le #cfa7a0fbouton Utiliser#n n’appara?t que lorsque vous sélectionnez des objets utilisables dans la barre de raccourcis des objets
321,Apprenons comment porter le #cfa7a0fheaume#n que vous venez d’obtenir. Ouvrez d’abord le sac à dos
322,Touchez le tag #cfa7a0féquipment de r?le#n
323,Touchez #cfa7a0fheaume#n
324,La description et les propriétés du #cfa7a0fheaume#n apparaissent. Touchez le bouton #cfa7a0féquiper#n
325,Excellent. Est-ce très simple ? Donnons une raclée aux #cfa7a0fmonstres#n ! Touchez #cfa7a0f×#n en haut à gauche pour fermer l’interface
326,Attention ! Un monstre approche #cfa7a0fFaites glisser l’écran#n à gauche ou droite pour faire face au monstre #cfa7a0fTouchez#n le monstre pour attaquer
327,Félicitations ! Vous avez terminé l’entra?nement de novice\nDe Nom.uses merveilles vous attendent. Commencez une nouvelle aventure maintenant
328,Nom de la carte
329,Tache actuelle : #cfa7a0fSe familiariser avec le fonctionnement#n
330,Tâche actuelle : Abattre des arbres pour obtenir #cfa7a0f du bois #n
331,Tâche actuelle : Faire #cfa7a0f table d'artisan #n
332,Créez une #cfa7a0fpioche de bois#n
333,Mission : Manger #cfa7a0f des nouilles #n
334,Vainquez un #cfa7a0fmonstre#n
335,Cette carte a été mise à jour. S'il vous pla?t télécharger la dernière version.
336,@Null@
337,@Null@
338,@Null@
339,Entretien du système! Ne peut pas partager des cartes temporairement.
340,Pas assez de joueurs pour lancer une partie
341,@Null@
342,niveau d'accueil n'a pas atteint 2. Le partage carte est visible.
343,Compte créé moins de 7 jours. le partage de la carte est uniquement visible pour vous.
344,La carte ne visible. Ne peut pas être partagé.
345,L'auteur n'a pas ouvert l'autorisation de téléchargement et ne peut pas télécharger
346,@Null@
347,@Null@
348,@Null@
349,Facebook
350,Actif
351,Nom
352,Auteur
353,échec de connexion - fonction partielle indisponible
354,"Mise à jour en cours, veuillez patienter un moment"
355,@Null@
356,@Null@
357,Impossible de se connecter sur plusieurs plates-formes
358,Les symboles dans le nom ne sont pas conformes aux règles
359,UID :
360,Heure actuelle :
361,Version actuelle :
362,Gratuit
363,(Récolter)
364,(Récupérer 1)
365,(Récupérer 10)
366,Vous êtes dans le jardin de cet ami
367,@Null@
368,Invocation de monture
369,Voir le bonus dans le pack
370,Ouvrir de nouv.
371,10 fois de plus
372,Mini-haricots
373,Expérience
374,Compétences de r?le :
375,Effets de costume :
376,Insuffisant. Vous pouvez l’obtenir via les fruits du jardin
377,Insuffisant. Vous pouvez l’obtenir via les fruits du jardin
378,Formule de traitement
379,Source de débris :
380,Progression du déblocage
381,Confirmer
382,Il n’est pas encore temps d’obtenir une monture
383,Acheter des feux d’artifice (Obtenez #c1b9e1eMini Haricots#n en bonus)
384,Ce ami n’a pas encore adopté de plante. Essayez d’autres
385,Mini-haricots insuffisants
386,Le serveur est saturé. Veuillez redémarrer le jeu et réessayer.
387,Tout récupérer
388,1 récupéré(e)
389,Débloqué(e)
390,Vous pouvez le déverrouiller sur la page jardin-My Garden-Garden Fruit-Handbook. Les éclats peuvent être obtenus lors d'événements ou de fruits de jardin.
391,Cela ne convient pas pour générer un bébé monture ici
392,Bébé monture bien obtenu
393,Bien arrosé(e). @1 pts d’exp. et @2 mini ours ont été obtenus
394,Insectes bien capturés. @1 pts d’exp. et @2 mini ours ont été obtenus
395,Accueil
396,Ajoutez quelques amis maintenant
397,Veuillez accéder aux archives et toucher le bouton Monture à droite de l’écran pour l’utiliser
398,Votre plante se sent bien maintenant
399,Touchez pour vérifier les règles des fruits dorés
400,Mini-haricots
401,Fruits :
402,Arrosage :
403,Vous n’obtiendrez un bonus qu’en plantant la 1re fois
404,Lorsque vous vous connectez/vous aidez vos amis à arroser des plantes ou lorsque les fruits murissent. Vous aurez la chance de gagner des mini-haricots. Planter une plante pour la première fois permet de gagner #c0aaa1amini-haricots *200#n.
405,Attendez que les fruits murissent naturellement ou aidez-les à murir grace aux mini-haricots. Les fruits m?rs vous accorderont des éclats pour débloquer des montures/r?les/costumes et des cubes.
406,Arrosez les plantes pour qu’elles poussent plus rapidement. Aidez vos amis à arroser des plantes et vous aurez la chance de gagner des mini-haricots et de l’EXP.
407,D’accord
408,Afficher les éclats
409,Limite max de récompenses du jour atteinte
410,Outil peu pratique
411,Le propriétaire de la salle a activé la protection. Les visiteurs peuvent lui demander une permission
412,Accès
413,Gratuit
414,Visit.
415,Peut endom. et placer des cubes\n (désactivable)
416,Ne peut pas endommager et placer des cubes\n(peut être autorisé pendant le jeu)
417,Collecter
418,Survie
419,Création
420,Combat
421,Circuit
422,Puzzle
423,parkour
424,Taille de la carte :
425,Téléch. :
426,Votre version est obsolète. Veuillez mettre à jour
427,Général
428,OK
429,Passer
430,Continuer
431,Continuer
432,Pour activer
433,Réessayer
434,Continuer le téléchargement
435,Acheter
436,Activer
437,Score
438,Récompense de connexion
439,Peut entrer un code de terrain mondial
440,Commentaire réussi !
441,"Défense de melée : @1, réduit les dégats de melée et d’explosion encaissés de @2%"
442,Indisponible
443,Ne peut pas être réouvert en même temps
444,[Les points de défense seraient affectés par le ratio de durabilité actuel]
445,[Les dégats physiques incluent les ATQ de melée/frappes longue distance/explosions]
446,Voulez-vous vraiment exclure #c0aaa1a@1#n de la salle ?
447,Exclure ?
448,échec d’exclusion !
449,Survivez pendant #cffda0a@1#n secondes
450,Afficher le statut
451,L'h?te interdit cet article
452,Vous avez bien échangé contre des étoiles
453,Pièces insuffisant. On achète #cfa7a0f@2 Mini Pièces#n avec #c0aaa1a$@1?#n
454,US$
455,Mini-pièces
456,Pièces insuffisantes
457,US$
458,Succès d’achat. Veuillezvérifier sourire feux d’artifice et Mini Beans dans votre pack.
459,Vous avez
460,Confirmer
461,Explorez l’inconnu
462,Créez librement
463,avancés
464,Oh. L’aventure sur terrain est toujours un peu dangereuse…
465,Créatures inconnues
466,Il vous faut encore #c0aaa1a@1 étoiles#n. Voulez-vous dépenser #cfa7a0f@2 mini-pièces#n pour combler ce manque ?
467,Utiliser
468,Pour compenser ?
469,Pas assez d’étoiles
470,Résurrection
471,Déposez tous les objets et respawn au point de réapparition
472,Résumé
473,#c5aea0a1 ☆ Respawn sur place sans perdre d'objets#n
474,Mettre dans les objets
475,Objets principaux
476,Objets secondaires
477,Fusion
478,Cet enchantement améliorera cette propriété jusqu’au niveau @1
479,Niveau
480,Plus de 5 propriétés. Touchez Enchanter pour sélectionner
481,Cette propriété est en conflit avec d’autres
482,Sélectionner
483,propriétés au plus
484,@1 propriétés peuvent être conservés après la fusion. Veuillez sélectionner :
485,propriétés. Veuillez sélectionner
486,Veuillez sélectionner toutes les @1 propriétés
487,A obtenu @1 @2
488,@Null@
489,Mettez dans les objets pour commencer automatiquement la fusion
490,Veuillez d’abord retirer les objets fusionnés
491,Félicitations ! Vous avez terminé l’entra?nement de novice
492,Recevoir
493,nouv.
494,Plus haut niveau
495,Impossible d’effectuer 10 tirages successifs sans un fruit doré
496,Flamas
497,Monument d’écaille de dragon
498,Retirer des favoris
499,Ajout aux favoris réussi
500,Exclusion @1 de la salle réussi
501,Exclure de la salle
502,fois
503,Peut être mis à jour
504,Vous avez téléchargé cette archive
505,Entrez son UID
506,Non connecté à la salle du serveur
507,Cliquez sur le bouton sur le c?té droit de supprimer l'archive
508,Téléchargement :
509,En attente du téléchargement :
510,Téléchargement mis en pause
511,Dernière connexion
512,Aucune connexion
513,Hier
514,jours auparavant
515,Cette archive n’est pas partagée
516,Connecté
517,Entrez des notes pour la carte
518,Exploration du monde
519,Création du monde
520,Seul
521,Se désabonner
522,Cartes partagées avec les compagnons
523,Partagez cette carte pour obtenir
524,Par défaut
525,Le compte n’existe pas
526,Le compte est bloqué
527,Le nom du compte est répété
528,Version n°
529,Création
530,Date de création
531,Heure :
532,Coordonnées :
533,Altitude :
534,Recharge en cours
535,Acquérir
536,(Acquisition suffisante)
537,(épuisé)
538,Vendre
539,échanger
540,J’ai acquis toutes les marchandises. Veuillez actualiser
541,J’ai vendu toutes les marchandises. Veuillez actualiser
542,Réussir
543,échanger
544,Vous n’avez pas assez d’objets pour l’échanger
545,Achat réussi
546,Toutes les marchandises ont été actualisées. Veuillez sélectionner
547,Actualiser
548,Consommer
549,Rangée
550,Besoin de
551,Suivi des succès
552,@1 bien réparé(e) !
553,Veuillez mettre les objets à réparer
554,Veuillez mettre les matériaux de réparation
555,Pas assez d’étoiles
556,Aucune réparation requise
557,Durabilité :
558,heures
559,secondes
560,Temps d’attente pour la ponte
561,Votre monture est endormie. Attendez @1 secondes de plus pour invoquer
562,@Null@
563,Vous n’avez aucune archive. Vous ne pouvez donc pas créer de salle
564,Vous n’avez pas ajouté des salles à vos favoris
565,Limite max atteinte. Veuillez actualiser
566,La salle est remplie
567,Mot de passe de la salle incorrect
568,La salle a été fermée par le propriétaire
569,Plus aucune salle
570,Réseau actuel
571,Dernière version
572,Version du client non identique à la version de la salle
573,échec de connexion à la salle
574,UID du propritéaire
575,Touchez pour créer une salle
576,Aucune salle actuellement
577,Rechercher les résultats
578,Rafra?chir
579,Choisir une archive
580,Les tags peuvent être entrés
581,Mot de passe de la salle
582,Veuillez entrer le mot de passe de la salle
583,échec de création d’un r?le. Veuillez vérifier le réseau
584,De base
585,Contr?le
586,avancés
587,De base
588,Contr?le
589,Avancé
590,Nom
591,Luminosité
592,Cacher l’interface
593,Mode paix
594,Musique
595,Du son
596,Volume
597,Sensibilité
598,Inverser l’axe Y
599,Mode gaucher
600,Viseur
601,Saut auto
602,Vibration
603,Plus de jeux
604,Recharge réussie
605,#c0aaa1a@2×@3 de plus sont nécessaires pour cette monture @1. Vous pouvez aussi utiliser des #cfa7a0fmini-pièces#n pour compenser
606,Cette monture a encore besoin de
607,Vous pouvez aussi utiliser
608,pour compenser
609,Insuffisant
610,Acheter des pièces ?
611,Permanent
612,Offre ime-limitée: #cfa7a0f@1#n jours #cfa7a0f@2#n heures #cfa7a0f@3#n minutes restantes
613,échec d’achat. Veuillez vérifier le réseau
614,Désactiver
615,@1 bien utilisé(e)
616,Compétences
617,Améliorer
618,Activer
619,Améliorer le talent
620,Utilisé(e)
621,#c0aaa1a@1×@2#n de plus sont requis pour activer cette compétence. Vous pouvez dépenser #cfa7a0f@2mini-pièces#n pour combler le manque
622,#c0aaa1a@1×@2#n de plus sont nécessaires pour améliorer ce cadeau. Vous pouvez aussi utiliser #cfa7a0f@2mini-pièces#n pour compenser
623,Nécessite encore
624,Limitée dans le temps: #cfa7a0f@1#n jours #cfa7a0f@2#nhous #cfa7a0f@3#n minutes restantes
625,#c0aaa1a@1×@2#n de plus sont requis pour améliorer cette compétence. Vous pouvez aussi dépenser #cfa7a0f@2mini-pièces#n pour combler le manque
626,Réduction
627,Achat réussi
628,Voulez-vous vraiment retirer #cfa7a0f@1×1#n vers votre sac à dos ?
629,@Null@
630,Félicitations ! Vous avez débloqué @1
631,Imposs. de charger à cause d’une erreur réseau
632,Débloquer une nouvelle monture :
633,Amélioration de monture :
634,(Permanent)
635,Le costume @1 peut être utilisé pendant @2 jours supplémentaires !
636,@Null@
637,Activé(e)
638,Ouvrir
639,Acheter
640,Endroit
641,Mag.
642,Retirer
643,Enlever
644,Nom par défaut
645,Pas assez de débris pour débloquer
646,Voir les détails dans le magasin
647,Dans le sac à dos maintenant
648,Tache terminée!
649,Obtenez des accessoires !
650,A ramassé @2 @1
651,A déplacé @1 @2
652,A laché @2 @1
653,Récomp. Collection :
654,Commentaires
655,Commentaires
656,"? Si vous voulez envoyer une capture d’écran,
veuillez l’envoyer à miniwantech@gmail.com ?"
657,@Null@
658,Téléphone mobile :
659,(Entrez votre numéro QQ)
660,(Entrez votre numéro de téléphone mobile)
661,Soumettre
662,Limite max quot. de recommandations soumises atteinte
663,Veuillez entrer vos recommendations avant de soumettre
664,Recommendations bien soumises
665,Trop de joueurs soumettent actuellement des recommendations. Veuillez réessayer plus tard
666,(Non débloqué)
667,Ouvrir
668,Récupérez des débris
669,Récupérer
670,Plus de #c0aaa1a@1×@2#n sont nécessaires pour déverrouiller cet élément. Vous pouvez également utiliser #cfa7a0f@3#n pour compenser la différence
671,Récompenses bien re?ues
672,Personnaliser les règles
673,Personnalisé(e)
674,Pays des merveilles
675,Créer des règles de carte
676,Défaut
677,Long.
678,Taille : (1 bloc = 16 cubes)
679,Larg.
680,Illimité(e)
681,Terrain
682,Par défaut
683,Plat
684,?le
685,Créer carte
686,Relief
687,Prairie
688,Désert
689,Forêt
690,Champ de glace
691,Océan
692,Falaise
693,Forêt conifère
694,Jungle
695,Génération:
696,Animaux
697,Monstres
698,Cette forme de relief est indisponible dans un tel terrain
699,Veuillez entrer des Nom.s
700,#cfa7a0fLe propriétaire de la salle a exclu#n@1#cfa7a0f de la salle#n
701,#cfa7a0faété exclu de la salle#n
702,Votre @ItemName n’est pas suffisant
703,Les objets de remplacement nécessaires ne sont pas suffisants
704,Mode personnalisé créatif
705,Paramètres de base
706,Restaurer les \nparamètres par défaut
707,Confirmer l’enregistrement
708,Heure
709,échec de paiement !
710,Veuillez entrer des valeurs numériques !
711,équipe
712,Score
713,équipe rouge
714,équipe bleue
715,équipe verte
716,équipe violette
717,équipe jaune
718,équipe orange
719,Procès
720,Modifier la carte
721,échec de recharger. Veuillez choisir un autre moyen de recharge
722,Recharge en cours. Veuillez patienter
723,Aide
724,Veuillez vérifier le réseau. Si un montant a été déduit de votre compte. Veuillez réessayer.
725,Veuillez passer à la dernière version
