ID,任务名,任务描述,任务追踪
1004006,La première étape pour devenir chef.,"Utilisez @item_104#pour fabriquer @item_200108#@1#r (vous aurez besoin de @item_800#lors de la fabrication. Vous pouvez également allumer le feu avec @item_298#, vous souvenez-vous? Placez @item_200108#sur le @item_1200#que vous avez allumé pour faire de la nourriture encore plus délicieuse)",Fabriquez @item_200108#@1
1004007,Préparer les matières premières,Utilisez @item_229#pour traiter @item_344#@1 #r (le traitement doit utiliser @item_800 #.@item_344#est la matière première de base de nombreux plats),Usinage @item_344#@1
1004008,Délicieux Plat,Cuisinez @item_12502#@1#r (utilisez @item_344#dans @item_200108#et attendez que le délicieux plat soit préparé),Cuisinez @item_12502#@1 dans @item_200108#
1004009,fête,Mangez @item_12502#@1 #r (Ce n'est que lorsque vous êtes rassasié que vous pouvez travailler dur!),Nourriture @item_12502#@1
1004010,Le sac à dos ne peut pas le retenir!,Utilisez @item_11323#et @item_11006#pour traiter @item_1180#@1#r (les articles qui ne peuvent pas tenir dans le sac à dos peuvent être rangés dans la boîte de rangement),Usinage @item_1180#@1
1004011,Se défendre contre des ennemis puissants,"Utilisez @item_11323#et @item_11006#pour traiter @item_812#et placer @1#r (Une fois la maison installée sur la porte, cela peut non seulement faciliter l'entrée et la sortie, mais aussi empêcher les monstres d'entrer dans la maison. Mais attention, @item_812#risque d'être détruit par les sauvages!)",Traiter et placer @item_812#@1
1004012,fortifications,Utilisez @item_11323#pour traiter @item_821#et placer @1 #r (maintenez @item_821#point déjà placé @item_821#peut être connecté),Traiter et placer @item_821#@1
1004013,Entrée et sortie de la défense de la ville,"Utilisez @item_11323#, @item_11006#et @item_11227#pour traiter @item_535#et placer @1#r (@item_535#peut être connecté avec des piquets en bois, afin que les monstres ne puissent pas entrer dans votre forteresse à volonté)",Traiter et placer @item_535#@1
1004014,Statue de pierre mystérieuse,"Utilisez @item_104#pour traiter @item_596#et placez @1 #r (l'étrange statue de pierre a une sensation étrange rien qu'en la regardant, en la touchant peut faire arriver quelque chose)",Traiter et placer @item_596#@1
1004015,"Ici, recommencez","Donnez des étoiles à @item_596#1 #r (cliquez sur @item_596#et sélectionnez ""Donner une étoile"", Ramey pourra vous reconduire ici en cas d'accident dans la nature)",Donnez des étoiles à @item_596#@1
1004016,Survie dans la nature Leçon 2,"Accomplissez toutes les tâches de l'objectif ""Apprentissage sans fin"". #r (En appris plus sur la survie, il est temps d'aller plus loin.)","Accomplir toutes les tâches de l'objectif ""Apprendre sans fin"""
1004017,Source de lumière naturelle,"Craft @item_905# ou @item_907#@1#r avec @item_837# (une source de lumière naturelle permanente, peut-être un remplacement pour les torches qui peuvent s'éteindre)",Artisanat @item_905# ou @item_907#@1
1005001,Peau dure,"Chassez pour obtenir @item_11307#@1 #r (vous devez vaincre la bête ou le renard wover pour obtenir @item_11307 #, vous devez regarder attentivement)",Obtenez @item_11307#@1
1005002,Engrenage en laiton!,"Traitez et portez tout équipement en laiton, tel que @item_12216#@1 #r (après avoir changé l'équipement en laiton, il est plus résistant au battement, haha!)",Traitez et portez tout équipement en laiton @1
1005003,Arme plus tranchante,"Utilisez @item_11329#et @item_11323#pour fabriquer @item_12004#@1#r (Avec @item_12004#, votre capacité de combat augmentera considérablement)",Fabriquez @item_12004#@1
1005004,Attraper un voleur,"Vaincre les Apôtres du Vide pour obtenir @item_11911#@1 #r (Void Phantom compte sur ce groupe d'Apôtres pour voler le pouvoir de la création, ils doivent être arrêtés!)",Vaincre l'apôtre du vide pour obtenir @item_11911#@1
1005005,Mettre à niveau la table d'artisan!,"Mettre à niveau @item_800#vers @item_797#@1 #r (portable @item_11911#cliquez sur le @item_800#placé pour mettre à niveau, @item_797#peut voir directement toutes les recettes de traitement)",Ordinateur de poche @item_11911#Cliquez sur @item_800 #
1005006,tout neuf,"Faire une réparation d'outil ou d ""équipement @1 #r (utilisez @item_797#ou @item_800 #, cliquez sur le bureau de l'artisan pour ouvrir la page, sélectionnez"" Prop Repair ""à gauche, et mettez les éléments qui doivent être réparés dedans.)","Effectuer une réparation d'outil ou d ""équipement @1"
1005007,Améliorer l'efficacité de la fusion,"Traitement @item_799##r avec @item_11329#(après remplacement par une table de fusion plus avancée, plusieurs groupes de minéraux peuvent être fondus en même temps, et l'efficacité est doublée)",Usinage @item_799#@1
1005008,Des minéraux plus fiables,"Collectez @item_401#@1 #r (@item_401#est plus dur que @item_451 #, et la distribution minérale est plus profonde. Vous devez creuser quelques couches supplémentaires dans le sol pour le trouver, mais ne creusez pas trop profond)",Capture @item_401#@1
1005009,Fusion des métaux : Mithril,"Smelting a obtenu @item_11209#@1 #r (avec @item_11209 #, des outils et équipements plus durables peuvent être traités, et plus de blocs peuvent être traités. Il est recommandé de réserver davantage.)",Fusion obtenue @item_11209#@1
1005010,Outil Mithril!,"Traitement de @item_11013#@1 #r (@item_11013#mine beaucoup plus rapidement que @item_11011 #, et peut utiliser des mosaïques de runes pour des capacités plus efficaces)",Usinage @item_11013#@1
1005011,Le pouvoir de la nature,"Traitement @item_785#@1 #r (Utilisez @item_785#pour donner des outils, armes ou équipements incrustés de runes, il existe de nombreuses sortes de pierres runiques, explorez-le sous terre.)",Usinage @item_785#@1
1005012,Stimuler la puissance des runes,"Faites une mosaïque runique #r (cliquez sur @item_785#pour ouvrir la page, vous pouvez choisir librement parmi les outils et les pierres runiques à gauche. Essayez encore quelques fois, la mosaïque runique ne sera pas réussie à tous les coups. Cependant, faites attention à la puissance du mithril ou plus Les outils peuvent incruster des runes)",Utilisez @item_785#pour une mosaïque de runes
1005013,Allez plus loin!,"Terminez toutes les missions de l'objectif ""Explorateur habile"". #r (Vous êtes déjà à votre compte, continuez à vous renforcer et à vaincre le fantôme du vide!)","Terminer toutes les missions de l'objectif ""Explorateur qualifié"""
1006001,Fragments du passé,"Récupérez @item_598 dans les souterrains pour obtenir @item_11205#@1 #r (@item_11331#est composé de @item_11205 #, il y a un grand nombre de @item_598#enfouis profondément sous Mira il y a longtemps)",Collecte souterraine @item_598#@1
1006002,Énergie Starlink,"Utilisez @item_11205#pour traiter @item_11331#@1 #r (comme son nom l'indique, @item_11331#est l'accessoire clé pour l'alimentation de la station en étoile)",Usinage @item_11331#@1
1006003,Île dans le ciel?!,"Entrez dans l'île écologique #r sur Myra (l'écologie incroyable sur Myra, la surface est détachée de la suspension vers le ciel, mais elle est maintenue dans un état très stable)",Entrez dans l'écologie d'une île vide
1006004,Commerce extérieur,"Acheté chez un marchand d'île vide @item_11334#@1 #r (Les gens d'Angelo ont pour habitude de collecter des trésors partout dans l'univers, et en même temps aiment beaucoup les hauteurs, ils devraient pouvoir les trouver sur l'île vide. Ils doivent en avoir beaucoup @item_11334 #)",Acheté chez Sky Merchant @item_11334#@1
1006005,L'assemblage est terminé!,"Traitement @item_11335#@1 #r (les stations stellaires sur Myra sont en gros détruites par le vide, même après activation, elles ne peuvent être transmises qu'au sein de la planète, et doivent utiliser @item_11335#pour restaurer son module de téléportation)",Usinage @item_11335#@1
1006006,Restauration Star Station,"Utilisez @item_11331#click @item_594#@1 pour le réactiver #r (après activation, la station en étoile peut se reconnecter au réseau de liaison en étoile, tant que vous activez plus de stations en étoile, le trajet sera beaucoup plus facile)",Utilisez @item_11331#pour cliquer sur @item_594#@1
1006007,Mettre à niveau la station en étoile,Utilisez @item_11335#click @item_595#@1 pour le mettre à niveau #r (mise à niveau vers @item_597#pour transférer entre les planètes voisines),Utilisez @item_11335#cliquez sur @item_595 #
1006008,Un grand pas dans le voyage sur la planète,"Terminez toutes les missions dans l'objectif ""Starlink Engineer"". #r (Après avoir réparé la station stellaire, vous pouvez aller à l'étoile de flamme et à l'étoile de l'oeil mignon, et vous êtes un pas de plus vers la défaite du fantôme du vide.)","Terminer toutes les missions dans l'objectif ""Starlink Engineer"""
1007001,Entrez dans la forêt tropicale,"Entrez dans la forêt tropicale écologique #r sur Myra (les arbres de la forêt tropicale sur Myra sont grands et très denses, et ils sont pleins de danger. Il est préférable de ne pas sortir pendant les orages dans la forêt tropicale, et être frappé par la foudre n'est pas une blague!)",Entrez dans l'écologie de la forêt tropicale
1007002,Au cœur de la forêt tropicale,"Détruire @item_396#get @item_11601#@1 #r (certains cristaux précipitent occasionnellement sur le tronc des arbres de la forêt tropicale, vous devez vous calmer et les chercher attentivement)",Obtenez @item_11601#@1
1007003,Clé ancienne,"Traité avec @item_11601#et @item_11329#pour obtenir @item_11597#@1 #r (@item_11597#est gravé avec la langue de l'ancien peuple Mira, enregistrant la méthode d'ouverture du ""Temple de la forêt tropicale"")",Traitement get @item_11597#@1
1007004,Temple de la forêt tropicale!,"Après avoir trouvé @item_578#dans la forêt tropicale, utilisez @item_11597#click pour activer et invoquer le temple #r de la forêt tropicale (Feather Serpent God est à l'intérieur!)",Invoquez le temple de la forêt tropicale
1007005,Serpent à plumes,"Vaincre le Dieu Serpent #r Plume (La naissance du Dieu Serpent Plume a pour origine un accident. Le ""Fruit Sacré"" est caché au plus profond de son corps et a traversé un nombre d'années inconnu...)",Vaincre le serpent à plumes
1007006,Graine sacrée,"Obtenir @item_591#@1 #r (La clé du sceau déposée dans le ""Fruit Sacré"" se transmet de génération en génération par la génétique...)",Obtenez @item_591#@1
1007007,Miracle de la vie,"Plantez @item_591#dans la fosse et plantez l'arbre sacré @1 #r (l'arbre sacré est différent des autres plantes, il ne peut pas utiliser @item_11311#pour accélérer sa croissance, il ne peut qu'attendre lentement)",Plante @item_591#@1
1007008,"La clé symbolisant la ""vie""","Ramassez à la hauteur de l'Arbre Sacré et obtenez @item_587#@1 #r (L'Arbre Sacré domine les nuages, et le fruit pousse à l'intérieur du tronc à la hauteur. Le processus de cueillette est très dangereux et nécessite des soins)",Obtenez @item_587#@1
1007009,Déployez vos ailes et planez,"Traiter et porter @item_11591#@1 #r (Les ailes et les plumes de Feather Snake God sont très fortes mais exceptionnellement légères, et vous pouvez glisser en portant @item_11591#sur votre dos)",Usinage et port @item_11591#@1
1007010,Feuilles pétillantes,"Ramassez des feuilles d'arbres rougeoyantes dans la forêt tropicale la nuit pour obtenir @item_11596#@1 #r (rappelez-vous, une fois qu'il fait jour, la poussière de lumière des étoiles sur les feuilles se dissipera)",Obtenez @item_11596#@1
1007011,Sorcellerie?,"Processing @item_11569#@1 #r (s'il n'y a pas de longeron encastré, c'est juste un bâton en bois)",Usinage @item_11569#@1
1007012,Sorcellerie!!!,"Traiter tout personnel @1, tel que @item_11580 ##r (il existe plusieurs types de longerons, et les prêtres sauvages comptent sur ces longerons pour avoir une variété de capacités)",Traiter n'importe quel personnel @1
1007013,"Appel de rideau! ""Chapitre de la Vie""","Terminer toutes les missions de l'objectif ""Perdu dans la forêt tropicale""","Terminer toutes les missions de l'objectif ""Perdu dans la forêt tropicale"""
1008001,Arrive à l'étoile flamboyante,"Prenez la station des étoiles pour atteindre l'étoile flamme #r (l'étoile flamme est la planète la plus proche de l'étoile dans la galaxie, la température de surface est extrêmement élevée, et elle est presque recouverte par la lave. Vous devez être bien préparé avant d'aller à l'étoile flamme)",Prendre la station des étoiles pour atteindre l'étoile de la flamme en douceur
1008002,Black Dragon Trial I - vidéo Dailymotion,"Battez l'ancien dragon noir! #r (Le dragon noir garde l'épée brisée enflammée depuis un nombre inconnu d'années, mais il n'a pas oublié l'accord qu'il a conclu avec ""l'ancien"". Si vous voulez obtenir ""l'épée brisée enflammée"", vous devez d'abord la passer. Essayez de prouver votre force au dragon noir!)",Vaincre l'ancien dragon noir
1008003,"La clé représentant le ""courage""","Obtenir @item_588 ##r (Flame Broken Sword a stocké l'une des clés de sceau, il est essentiel de lever le sceau du volcan)",Obtenez @item_588 #
1008004,Difficulté augmentée!,"Traitez @item_11215#, activez @item_740#, invoquez le dragon noir de lave",Invoquez le dragon de lave
1008005,Black Dragon Trial II - vidéo Dailymotion,"Battez le dragon noir de lave! #r (Le dragon noir s'incarne sous forme de lave pour commencer le deuxième essai, le vaincre et devenir plus fort!)",Vaincre le dragon de lave!
1008006,Difficulté pleine!,"Traitez @item_11216#, activez @item_741#, invoquez Chaos Black Dragon",Invoquez le dragon noir du chaos
1008007,Essai du dragon noir ∞,"Vaincre le dragon noir chaotique! #r (Le dragon noir s'est incarné dans une forme chaotique pour ouvrir le procès de troisième niveau, qui est l'épreuve la plus difficile et nécessite une préparation adéquate.)",Vaincre le Chaos Black Dragon!
1008008,Obtenir des coquilles de crabe Yan,"Battez le crabe Yanyan et obtenez @item_12605#@1 #r (le crabe Yanyan peut survivre à une température aussi élevée de l'étoile de flamme, et même nager dans le magma, il est inséparable de cette coquille magique sur son corps)",Obtenez @item_12605#@1
1008009,Équipé d'un sac à dos ignifuge,Processus et usure @item_12277#@1 #r (avec @item_12277#vous pouvez supporter la chaleur de l'étoile de flamme),Usinage et port @item_12277#@1
1008010,"Appel de rideau! ""Chapitre du Courage""","Terminer toutes les missions de l'objectif ""Procès antique""","Terminer toutes les missions de l'objectif ""Procès antique"""
1009001,Arriver à Cute Eye,"Prenez la station stellaire pour atteindre l'étoile #r aux yeux mignons (l'étoile aux yeux mignons est le seul satellite de Myra, et la force d'attraction est beaucoup plus petite que celle de Myra. Il semble un peu difficile de communiquer avec un groupe de créatures indigènes à l'allure unique vivant sur cette planète...)",Prenez la station des étoiles pour atteindre l'étoile des yeux mignons en douceur
1009002,Dissiper l'érosion du vide,"Aidez les anciens géants à se débarrasser de l'érosion du vide #r (les anciens géants sont corrodés trop profondément par le vide et ne peuvent pas être récupérés, le seul moyen est de les détruire. #r besoin de trouver l'autel, posez le @item_408#à côté du @item_1042 #, @item_409 #, @item_449 #, @item_450#pour invoquer le géants antiques)",Aidez les anciens géants à échapper à l'érosion du vide
1009003,"La clé représentant la ""sagesse""","Obtenu @item_589#@1 #r (@item_589#était une percée majeure dans le domaine de la vie artificielle pour l'ancien peuple Myra, qui stockait l'une des trois clés du Sceau de la Montagne de Feu)",Obtenez @item_589#@1
1009004,"""Ding Ding Aventures""","Battez le ding aux yeux mignons et obtenez @item_11077#@1 #r (la façon de distinguer les créatures aux yeux mignons est de regarder leur couleur, la couleur du ""ding aux yeux mignons"" est blanche, très effrayante, mais faites attention aux bombes qu'elles crachent)",Obtenez @item_11077#@1
1009005,Pierre de Xingqi,Utilisez @item_11077#pour obtenir @item_11075#@1 #r (vous devez trouver @item_11090#sur la jolie étoile avant @item_11075 #),Usinage @item_11075#@1
1009006,Activez le totem mignon de l'étoile des yeux,"Utilisez @item_11075#pour activer @item_1042#@1 #r (après activation, une grande surface d'oxygène peut être générée, et il n'y a pas lieu de s'inquiéter de l'hypoxie dans la zone d'oxygène)",Activer @item_1042#@1
1009007,Minerai de Xingtong,"Collect @item_445#get @item_11073#@1 #r (@item_445#est l'un des minéraux uniques de cute eye star, la texture est beaucoup plus dure que le laiton)",Capture @item_445#Obtenir @item_11073#@1
1009008,Perceuse à pupille étoile,Traitement de @item_11016#@1 #r (si vous voulez traiter @item_11016#vous devez obtenir @item_11087#en premier),Traitement @item_11016 #
1009009,Minerai violet,"Collectez @item_446#pour obtenir @item_11074#@1 #r (@item_446#est également l'un des minéraux uniques de Mengyan Star, mais le rendement est extrêmement faible, rarement trouvé dans Mengyan Star Sky Island)",Capture @item_446#Obtenir @item_11074#@1
1009010,Envolez-vous vers le ciel et évadez-vous!,Traitement @item_12006#@1 #r (si vous voulez traiter @item_12006#vous devez d'abord obtenir @item_11088 #),Usinage @item_12006#@1
1009011,"Appel de rideau! ""Chapitre de la Sagesse""","Terminer toutes les missions de l'objectif ""Super 'Stone' Sky Rescue""","Terminer toutes les missions de l'objectif ""Super 'Stone' Sky Rescue"""
2001001,Pierre Axe I,Traitement @item_11002#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11002#@1
2001002,Pierre Axe II,Traitement @item_11002#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11002#@1
2001003,Axe en laiton I,Traitement @item_11001#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11001#@1
2001004,Axe en laiton II,Traitement @item_11001#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11001#@1
2001005,Mithril Axe I,Traitement @item_11003#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11003#@1
2001006,Mithril Axe II,Traitement @item_11003#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11003#@1
2001007,Titane Axe I,Traitement @item_11004#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11004#@1
2001008,Titane Axe II,Traitement @item_11004#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11004#@1
2001009,Tronçonneuse Ⅰ,Fabriquer @item_11005#@1#r (Fabriqué en consommant principalement @item_11203#et @item_11911#),Fabriquer @item_11005#@1
2001010,Tronçonneuse Ⅱ,Artisanat @item_11005#@1#r (Fabriqué en consommant principalement @item_11203#et @item_11911#),Artisanat @item_11005#@1
2001011,Pelle à pierre I,Traitement @item_11022#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11022#@1
2001012,Pelle à pierre II,Traitement @item_11022#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11022#@1
2001013,Pelle en laiton I,Traitement @item_11021#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11021#@1
2001014,Pelle en laiton,Traitement @item_11021#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11021#@1
2001015,Pelle en mithril I,Traitement @item_11023#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11023#@1
2001016,Pelle Mithril II,Traitement @item_11023#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11023#@1
2001017,Pelle en alliage de titane I,Traitement @item_11024#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11024#@1
2001018,Pelle en alliage de titane,Traitement @item_11024#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11024#@1
2001019,Pelle en tungstène Ⅰ,Artisanat @item_11025#@1#r (Fabriqué en consommant principalement @item_11203#et @item_11911#),Artisanat @item_11025#@1
2001020,Pelle en tungstène Ⅱ,Artisanat @item_11025#@1#r (fabriqué en consommant principalement @item_11203#et @item_11911#),Artisanat @item_11025#@1
2001021,Râteau en pierre I,Traitement @item_11032#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11032#@1
2001022,Râteau de pierre II,Traitement @item_11032#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11032#@1
2001023,Râteau en laiton I,Traitement @item_11031#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11031#@1
2001024,Râteau en laiton II,Traitement @item_11031#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11031#@1
2001025,Mithril Rake I,Traitement @item_11033#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11033#@1
2001026,Mithril Rake II,Traitement @item_11033#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11033#@1
2001027,Râteau en alliage de titane I,Traitement @item_11034#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11034#@1
2001028,Râteau en alliage de titane,Traitement @item_11034#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11330#),Usinage @item_11034#@1
2001029,Râteau en tungstène Ⅰ,Artisanat @item_11035#@1#r (Fabriqué en consommant principalement @item_11203#et @item_11911#),Fabriquer @item_11035#@1
2001030,Râteau en tungstène Ⅱ,Artisanat @item_11035#@1#r (Fabriqué en consommant principalement @item_11203#et @item_11911#),Artisanat @item_11035#@1
2001031,Choix de pierre I,Traitement @item_11012#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11012#@1
2001032,Pic à pierre II,Traitement @item_11012#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11627#),Usinage @item_11012#@1
2001033,Pic en laiton I,Traitement @item_11011#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11011#@1
2001034,Pic en laiton II,Traitement @item_11011#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11329#),Usinage @item_11011#@1
2001035,Mithril Pioche I,Traitement @item_11013#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11013#@1
2001036,Pioche Mithril II,Traitement @item_11013#@1#r (principalement traité à partir de matières consommables @item_11006#et @item_11209#),Usinage @item_11013#@1
